instance,solver,time,val
500_300_2_00,LB,-,129716.54
500_300_2_00,BinP,1351.82,132128.66
500_300_2_00,3Idx,1351.13,130059.68
500_300_2_00,2Cap,2.15,129779.66
500_300_2_01,LB,-,129767.46
500_300_2_01,3Idx,614.10,129785.72
500_300_2_01,2Cap,2.04,129816.02
500_300_2_02,LB,-,129717.72
500_300_2_02,BinP,1300.22,129737.24
500_300_2_02,3Idx,853.77,129737.24
500_300_2_02,2Cap,1.80,129773.60
500_300_2_03,LB,-,129754.24
500_300_2_03,3Idx,526.10,129774.94
500_300_2_03,2Cap,1.72,129774.94
500_300_2_04,LB,-,129759.04
500_300_2_04,3Idx,1231.03,129790.68
500_300_2_04,2Cap,1.97,129805.24
500_300_2_05,LB,-,129726.22
500_300_2_05,BinP,1316.10,129761.48
500_300_2_05,3Idx,804.93,129761.48
500_300_2_05,2Cap,1.73,129791.78
500_300_2_06,LB,-,129745.66
500_300_2_06,3Idx,1319.61,129771.24
500_300_2_06,2Cap,1.76,129802.72
500_300_2_07,LB,-,129754.24
500_300_2_07,3Idx,854.85,129771.24
500_300_2_07,2Cap,1.47,129794.30
500_300_2_08,LB,-,129717.72
500_300_2_08,3Idx,543.47,129743.30
500_300_2_08,2Cap,1.48,129779.66
500_300_2_09,LB,-,129705.6
500_300_2_09,3Idx,1009.95,129732.36
500_300_2_09,2Cap,1.76,129777.22
500_300_2_10,LB,-,129703.16
500_300_2_10,3Idx,1080.86,129737.24
500_300_2_10,2Cap,1.67,129788.16
500_300_2_11,LB,-,129739.6
500_300_2_11,3Idx,1351.26,135587.82
500_300_2_11,2Cap,1.77,129794.22
500_300_2_12,LB,-,129716.62
500_300_2_12,3Idx,670.53,129743.38
500_300_2_12,2Cap,1.48,129761.56
500_300_2_13,LB,-,129737.16
500_300_2_13,3Idx,713.32,129760.30
500_300_2_13,2Cap,1.38,129783.36
500_300_2_14,LB,-,129743.38
500_300_2_14,3Idx,1325.93,129773.68
500_300_2_14,2Cap,1.60,129790.68
500_300_2_15,LB,-,129766.36
500_300_2_15,3Idx,586.35,129790.68
500_300_2_15,2Cap,1.29,129808.86
500_300_2_16,LB,-,129725.04
500_300_2_16,2Cap,1.76,129802.72
500_300_2_17,LB,-,129735.98
500_300_2_17,3Idx,616.00,129769.98
500_300_2_17,2Cap,1.63,129791.78
500_300_2_18,LB,-,129733.54
500_300_2_18,3Idx,613.32,129766.36
500_300_2_18,2Cap,1.77,129823.34
500_300_2_19,LB,-,129721.42
500_300_2_19,BinP,1352.64,135626.54
500_300_2_19,3Idx,1351.12,138973.00
500_300_2_19,2Cap,1.52,129760.30
