instance,solver,time,val
300_120_3_00,LB,-,78740.72
300_120_3_00,BinP,244.95,78743.16
300_120_3_00,3Idx,364.30,78743.16
300_120_3_00,3Cap,1.66,78785.58
300_120_3_01,LB,-,78755.36
300_120_3_01,BinP,245.20,78757.80
300_120_3_01,3Idx,303.02,78757.80
300_120_3_01,3Cap,1.67,78775.98
300_120_3_02,LB,-,78751.66
300_120_3_02,BinP,275.03,78761.42
300_120_3_02,3Idx,352.48,78761.42
300_120_3_02,3Cap,1.47,78792.90
300_120_3_03,LB,-,78750.48
300_120_3_03,BinP,258.50,78757.80
300_120_3_03,3Idx,359.70,78757.80
300_120_3_03,3Cap,1.64,78773.54
300_120_3_04,LB,-,78740.72
300_120_3_04,BinP,262.11,78745.60
300_120_3_04,3Idx,595.02,78745.60
300_120_3_04,3Cap,1.69,78761.34
300_120_3_05,LB,-,78767.4
300_120_3_05,BinP,295.87,78772.28
300_120_3_05,3Idx,381.23,78772.28
300_120_3_05,3Cap,1.59,78858.30
300_120_3_06,LB,-,78728.6
300_120_3_06,BinP,358.80,78739.54
300_120_3_06,3Idx,394.66,78739.54
300_120_3_06,3Cap,1.59,78751.66
300_120_3_07,LB,-,78743.16
300_120_3_07,BinP,259.24,78748.04
300_120_3_07,3Cap,1.64,78761.34
300_120_3_08,LB,-,78751.66
300_120_3_08,BinP,251.92,78762.60
300_120_3_08,3Idx,306.59,78762.60
300_120_3_08,3Cap,1.54,78788.02
300_120_3_09,LB,-,78763.78
300_120_3_09,BinP,241.45,78768.66
300_120_3_09,3Idx,373.08,78768.66
300_120_3_09,3Cap,1.57,78800.14
300_120_3_10,LB,-,78734.66
300_120_3_10,BinP,220.72,78748.04
300_120_3_10,3Cap,1.48,78779.52
300_120_3_11,LB,-,78735.92
300_120_3_11,BinP,223.67,78745.68
300_120_3_11,3Idx,364.32,78745.68
300_120_3_11,3Cap,1.55,78762.60
300_120_3_12,LB,-,78754.02
300_120_3_12,BinP,233.34,78772.28
300_120_3_12,3Cap,1.67,78808.64
300_120_3_13,LB,-,78729.78
300_120_3_13,BinP,248.12,78741.98
300_120_3_13,3Idx,359.03,78741.98
300_120_3_13,3Cap,1.49,78775.90
300_120_3_14,LB,-,78740.8
300_120_3_14,BinP,238.68,78760.24
300_120_3_14,3Cap,1.61,78788.10
300_120_3_15,LB,-,78738.28
300_120_3_15,BinP,252.40,78743.16
300_120_3_15,3Idx,298.55,78743.16
300_120_3_15,3Cap,1.58,78790.38
300_120_3_16,LB,-,78746.78
300_120_3_16,BinP,264.17,78765.04
300_120_3_16,3Cap,1.51,78790.46
300_120_3_17,LB,-,78735.84
300_120_3_17,BinP,361.48,78757.72
300_120_3_17,3Idx,349.03,78757.72
300_120_3_17,3Cap,1.60,78772.28
300_120_3_18,LB,-,78734.66
300_120_3_18,BinP,258.11,78739.54
300_120_3_18,3Idx,382.42,78739.54
300_120_3_18,3Cap,1.51,78761.34
300_120_3_19,LB,-,78748.04
300_120_3_19,BinP,248.33,78756.54
300_120_3_19,3Cap,1.54,78806.20
