instance,solver,time,val
500_201_3_00,LB,-,211704.96
500_201_3_00,BinP,1134.02,211719.6
500_201_3_00,3Idx,2701.32,226211.82
500_201_3_00,3Cap,7.18,211768.08
500_201_3_01,LB,-,211697.64
500_201_3_01,BinP,1160.14,211713.46
500_201_3_01,3Idx,2703.13,245281.54
500_201_3_01,3Cap,6.73,211748.64
500_201_3_02,LB,-,211706.14
500_201_3_02,BinP,1330.76,211717.08
500_201_3_02,3Idx,2700.35,227650.8
500_201_3_02,3Cap,6.87,211771.62
500_201_3_03,LB,-,211700.16
500_201_3_03,BinP,924.14,211706.22
500_201_3_03,3Idx,2700.51,211706.22
500_201_3_03,3Cap,7.20,211751.08
500_201_3_04,LB,-,211712.12
500_201_3_04,BinP,1001.98,211729.2
500_201_3_04,3Idx,2700.35,268548.64
500_201_3_04,3Cap,6.57,211804.36
500_201_3_05,LB,-,211696.46
500_201_3_05,BinP,1159.75,211714.72
500_201_3_05,3Idx,2700.37,225284.88
500_201_3_05,3Cap,6.88,211768.0
500_201_3_06,LB,-,211712.2
500_201_3_06,BinP,2021.40,211735.26
500_201_3_06,3Idx,2700.37,266430.08
500_201_3_06,3Cap,6.40,211737.7
500_201_3_07,LB,-,211694.02
500_201_3_07,BinP,1113.26,211704.96
500_201_3_07,3Idx,2701.49,242592.08
500_201_3_07,3Cap,6.57,211753.44
500_201_3_08,LB,-,211681.82
500_201_3_08,BinP,1323.97,211689.14
500_201_3_08,3Idx,2700.49,267369.38
500_201_3_08,3Cap,7.02,211715.82
500_201_3_09,LB,-,211692.84
500_201_3_09,BinP,1168.83,211702.6
500_201_3_09,3Idx,2700.49,270126.6
500_201_3_09,3Cap,6.49,211734.08
500_201_3_10,LB,-,211683.08
500_201_3_10,BinP,1107.10,211704.96
500_201_3_10,3Idx,2702.81,259922.82
500_201_3_10,3Cap,6.60,211711.02
500_201_3_11,LB,-,211707.4
500_201_3_11,BinP,866.96,211728.1
500_201_3_11,3Idx,2700.34,251438.34
500_201_3_11,3Cap,6.43,211738.96
500_201_3_12,LB,-,211694.02
500_201_3_12,BinP,1094.45,211717.16
500_201_3_12,3Idx,2700.91,211717.16
500_201_3_12,3Cap,6.99,211769.26
500_201_3_13,LB,-,211700.08
500_201_3_13,BinP,1004.42,211713.46
500_201_3_13,3Idx,2700.56,226227.64
500_201_3_13,3Cap,6.71,211728.02
500_201_3_14,LB,-,211696.38
500_201_3_14,BinP,974.36,211708.58
500_201_3_14,3Idx,2700.51,233924.08
500_201_3_14,3Cap,6.40,211748.56
500_201_3_15,LB,-,211711.02
500_201_3_15,BinP,1290.07,211726.84
500_201_3_15,3Idx,2700.35,270793.28
500_201_3_15,3Cap,6.62,211751.08
500_201_3_16,LB,-,211706.14
500_201_3_16,BinP,939.73,211738.96
500_201_3_16,3Idx,2701.52,267597.22
500_201_3_16,3Cap,6.76,211759.58
500_201_3_17,LB,-,211702.52
500_201_3_17,BinP,850.28,211713.46
500_201_3_17,3Idx,2700.37,235253.58
500_201_3_17,3Cap,6.97,211734.08
500_201_3_18,LB,-,211703.78
500_201_3_18,BinP,1298.93,211717.16
500_201_3_18,3Idx,2701.55,268735.32
500_201_3_18,3Cap,6.79,211768.08
500_201_3_19,LB,-,211702.52
500_201_3_19,BinP,1150.64,211723.22
500_201_3_19,3Idx,2700.37,211723.22
500_201_3_19,3Cap,7.06,211772.88
