instance,solver,time,val
300_180_2_00,BinP,180.72,753.00
300_180_2_00,3Idx,58.20,300.00
300_180_2_01,BinP,183.11,826.00
300_180_2_01,3Idx,31.74,300.00
300_180_2_02,BinP,182.99,926.00
300_180_2_02,3Idx,97.39,300.00
300_180_2_03,BinP,183.25,870.00
300_180_2_03,3Idx,36.49,300.00
300_180_2_04,BinP,182.23,1128.00
300_180_2_04,3Idx,177.45,300.00
300_180_2_05,BinP,182.86,896.00
300_180_2_05,3Idx,65.19,300.00
300_180_2_06,BinP,180.84,737.00
300_180_2_06,3Idx,21.76,300.00
300_180_2_07,BinP,123.47,300.00
300_180_2_07,3Idx,34.27,300.00
300_180_2_08,BinP,183.16,974.00
300_180_2_08,3Idx,162.08,300.00
300_180_2_09,BinP,182.91,787.00
300_180_2_09,3Idx,34.11,300.00
300_180_2_10,BinP,182.42,1157.00
300_180_2_10,3Idx,42.84,300.00
300_180_2_11,BinP,180.78,733.00
300_180_2_11,3Idx,180.14,463.00
300_180_2_12,BinP,180.84,703.00
300_180_2_12,3Idx,37.69,300.00
300_180_2_13,BinP,183.12,787.00
300_180_2_13,3Idx,34.59,300.00
300_180_2_14,BinP,170.53,300.00
300_180_2_14,3Idx,129.98,300.00
300_180_2_15,BinP,183.20,797.00
300_180_2_15,3Idx,58.69,300.00
300_180_2_16,BinP,180.82,794.00
300_180_2_16,3Idx,54.69,300.00
300_180_2_17,BinP,183.06,880.00
300_180_2_17,3Idx,68.98,300.00
300_180_2_18,BinP,180.56,732.00
300_180_2_18,3Idx,32.57,300.00
300_180_2_19,BinP,182.80,1458.00
