instance,solver,time,val
300_180_2_00,BinP,180.69,900.00
300_180_2_01,BinP,183.68,1024.00
300_180_2_01,3Idx,26.15,300.00
300_180_2_02,BinP,182.54,928.00
300_180_2_02,3Idx,55.53,300.00
300_180_2_03,BinP,156.50,300.00
300_180_2_03,3Idx,76.47,300.00
300_180_2_04,BinP,182.53,1333.00
300_180_2_05,BinP,180.50,1075.00
300_180_2_05,3Idx,95.81,300.00
300_180_2_06,BinP,182.83,987.00
300_180_2_07,BinP,182.78,1081.00
300_180_2_08,BinP,183.02,1269.00
300_180_2_09,BinP,182.64,1228.00
300_180_2_10,BinP,181.51,1357.00
300_180_2_11,BinP,182.52,1044.00
300_180_2_11,3Idx,179.59,300.00
300_180_2_12,BinP,180.72,729.00
300_180_2_12,3Idx,122.65,300.00
300_180_2_13,BinP,182.17,1280.00
300_180_2_14,BinP,180.68,724.00
300_180_2_14,3Idx,45.09,300.00
300_180_2_15,BinP,180.35,1343.00
300_180_2_16,BinP,180.78,775.00
300_180_2_16,3Idx,53.70,300.00
300_180_2_17,BinP,182.61,898.00
300_180_2_18,BinP,182.26,1054.00
300_180_2_18,3Idx,45.85,300.00
300_180_2_19,BinP,182.90,726.00
300_180_2_19,3Idx,45.14,300.00
