instance,solver,time,val
100_41_3_00,LB,-,9635.66
100_41_3_00,3Cap,0.18,9641.72
100_41_3_01,LB,-,9608.98
100_41_3_01,3Cap,0.13,9618.74
100_41_3_02,LB,-,9615.04
100_41_3_02,3Cap,0.12,9625.98
100_41_3_03,LB,-,9615.04
100_41_3_03,3Cap,0.11,9662.34
100_41_3_04,LB,-,9604.1
100_41_3_04,3Cap,0.13,9612.60
100_41_3_05,LB,-,9622.36
100_41_3_05,3Cap,0.10,9640.54
100_41_3_06,LB,-,9612.6
100_41_3_06,BinP,1.04,9885.30
100_41_3_06,3Cap,0.10,9612.60
100_41_3_07,LB,-,9606.54
100_41_3_07,3Cap,0.09,9630.78
100_41_3_08,LB,-,9623.54
100_41_3_08,BinP,1.03,10070.80
100_41_3_08,3Cap,0.09,9674.46
100_41_3_09,LB,-,9617.48
100_41_3_09,3Cap,0.11,9647.78
100_41_3_10,LB,-,9608.98
100_41_3_10,3Cap,0.09,9659.90
100_41_3_11,LB,-,9611.42
100_41_3_11,3Cap,0.09,9661.16
100_41_3_12,LB,-,9617.48
100_41_3_12,3Cap,0.09,9641.72
100_41_3_13,LB,-,9632.04
100_41_3_13,3Cap,0.08,9640.54
100_41_3_14,LB,-,9617.48
100_41_3_14,3Cap,0.08,9656.28
100_41_3_15,LB,-,9625.98
100_41_3_15,BinP,1.03,9962.90
100_41_3_15,3Cap,0.10,9640.54
100_41_3_16,LB,-,9627.16
100_41_3_16,3Cap,0.08,9644.16
100_41_3_17,LB,-,9636.84
100_41_3_17,3Cap,0.09,9663.52
100_41_3_18,LB,-,9623.54
100_41_3_18,3Cap,0.09,9638.10
100_41_3_19,LB,-,9629.6
100_41_3_19,BinP,1.02,10084.10
100_41_3_19,3Cap,0.08,9640.54
