instance,solver,time,val
500_201_3_00,LB,-,211704.96
500_201_3_00,3Idx,301.13,226781.46
500_201_3_00,3Cap,7.22,211768.08
500_201_3_01,LB,-,211697.64
500_201_3_01,3Idx,301.16,245281.54
500_201_3_01,3Cap,6.76,211748.64
500_201_3_02,LB,-,211706.14
500_201_3_02,3Idx,301.09,227650.8
500_201_3_02,3Cap,6.92,211771.62
500_201_3_03,LB,-,211700.16
500_201_3_03,3Idx,302.21,230487.98
500_201_3_03,3Cap,7.28,211751.08
500_201_3_04,LB,-,211712.12
500_201_3_04,3Idx,301.07,268548.64
500_201_3_04,3Cap,6.63,211804.36
500_201_3_05,LB,-,211696.46
500_201_3_05,3Idx,301.08,225284.88
500_201_3_05,3Cap,6.91,211768.0
500_201_3_06,LB,-,211712.2
500_201_3_06,3Idx,301.02,266430.08
500_201_3_06,3Cap,6.45,211737.7
500_201_3_07,LB,-,211694.02
500_201_3_07,3Idx,301.03,242592.08
500_201_3_07,3Cap,6.52,211753.44
500_201_3_08,LB,-,211681.82
500_201_3_08,3Cap,7.10,211715.82
500_201_3_09,LB,-,211692.84
500_201_3_09,3Idx,301.20,270126.6
500_201_3_09,3Cap,6.51,211734.08
500_201_3_10,LB,-,211683.08
500_201_3_10,3Idx,300.98,259922.82
500_201_3_10,3Cap,6.62,211711.02
500_201_3_11,LB,-,211707.4
500_201_3_11,3Idx,301.06,251438.34
500_201_3_11,3Cap,6.44,211738.96
500_201_3_12,LB,-,211694.02
500_201_3_12,3Idx,301.18,231320.72
500_201_3_12,3Cap,6.97,211769.26
500_201_3_13,LB,-,211700.08
500_201_3_13,3Idx,301.25,226227.64
500_201_3_13,3Cap,6.78,211728.02
500_201_3_14,LB,-,211696.38
500_201_3_14,3Idx,301.24,233924.08
500_201_3_14,3Cap,6.43,211748.56
500_201_3_15,LB,-,211711.02
500_201_3_15,3Cap,6.68,211751.08
500_201_3_16,LB,-,211706.14
500_201_3_16,3Idx,301.05,267597.22
500_201_3_16,3Cap,6.58,211759.58
500_201_3_17,LB,-,211702.52
500_201_3_17,3Idx,301.08,235253.58
500_201_3_17,3Cap,6.23,211734.08
500_201_3_18,LB,-,211703.78
500_201_3_18,3Cap,6.48,211768.08
500_201_3_19,LB,-,211702.52
500_201_3_19,3Idx,301.01,245544.4
500_201_3_19,3Cap,6.83,211772.88
