instance,solver,time,val
500_300_2_00,LB,-,129716.54
500_300_2_00,3Idx,300.64,131759.0
500_300_2_00,2Cap,1.99,129779.66
500_300_2_01,LB,-,129767.46
500_300_2_01,3Idx,301.49,198710.6
500_300_2_01,2Cap,2.09,129816.02
500_300_2_02,LB,-,129717.72
500_300_2_02,3Idx,301.86,198103.5
500_300_2_02,2Cap,1.59,129773.6
500_300_2_03,LB,-,129754.24
500_300_2_03,3Idx,300.62,129774.94
500_300_2_03,2Cap,1.77,129774.94
500_300_2_04,LB,-,129759.04
500_300_2_04,3Idx,302.00,130886.36
500_300_2_04,2Cap,1.70,129805.24
500_300_2_05,LB,-,129726.22
500_300_2_05,3Idx,279.42,129761.48
500_300_2_05,2Cap,1.78,129791.78
500_300_2_06,LB,-,129745.66
500_300_2_06,3Idx,301.43,194312.38
500_300_2_06,2Cap,1.77,129802.72
500_300_2_07,LB,-,129754.24
500_300_2_07,3Idx,300.68,131052.42
500_300_2_07,2Cap,1.63,129794.3
500_300_2_08,LB,-,129717.72
500_300_2_08,3Idx,301.55,200071.82
500_300_2_08,2Cap,1.63,129779.66
500_300_2_09,LB,-,129705.6
500_300_2_09,3Idx,300.81,191466.54
500_300_2_09,2Cap,1.82,129777.22
500_300_2_10,LB,-,129703.16
500_300_2_10,3Idx,301.90,194508.66
500_300_2_10,2Cap,1.73,129788.16
500_300_2_11,LB,-,129739.6
500_300_2_11,3Idx,300.65,196565.52
500_300_2_11,2Cap,1.83,129794.22
500_300_2_12,LB,-,129716.62
500_300_2_12,3Idx,283.07,129743.38
500_300_2_12,2Cap,1.57,129761.56
500_300_2_13,LB,-,129737.16
500_300_2_13,3Idx,301.99,194400.92
500_300_2_13,2Cap,1.45,129783.36
500_300_2_14,LB,-,129743.38
500_300_2_14,3Idx,300.72,131275.38
500_300_2_14,2Cap,1.53,129790.68
500_300_2_15,LB,-,129766.36
500_300_2_15,3Idx,301.53,197850.24
500_300_2_15,2Cap,1.35,129808.86
500_300_2_16,LB,-,129725.04
500_300_2_16,3Idx,301.10,195678.24
500_300_2_16,2Cap,1.77,129802.72
500_300_2_17,LB,-,129735.98
500_300_2_17,3Idx,300.75,191348.96
500_300_2_17,2Cap,1.69,129791.78
500_300_2_18,LB,-,129733.54
500_300_2_18,3Idx,301.39,195273.56
500_300_2_18,2Cap,1.80,129823.34
500_300_2_19,LB,-,129721.42
500_300_2_19,3Idx,301.47,197028.44
500_300_2_19,2Cap,1.54,129760.3
