instance,solver,time,val
400_240_2_0,BinP,79,400
400_240_2_0,3Idx,48,400
400_240_2_0,2Cap,0,2018
400_240_2_1,BinP,147,400
400_240_2_1,3Idx,51,400
400_240_2_1,2Cap,0,1992
400_240_2_2,BinP,66,400
400_240_2_2,3Idx,49,400
400_240_2_2,2Cap,0,1930
400_240_2_3,BinP,158,400
400_240_2_3,3Idx,48,400
400_240_2_3,2Cap,0,1929
400_240_2_4,BinP,143,400
400_240_2_4,3Idx,51,400
400_240_2_4,2Cap,0,1862
400_240_2_5,BinP,106,400
400_240_2_5,3Idx,53,400
400_240_2_5,2Cap,0,1965
400_240_2_6,BinP,87,400
400_240_2_6,3Idx,50,400
400_240_2_6,2Cap,0,1969
400_240_2_7,BinP,154,400
400_240_2_7,3Idx,50,400
400_240_2_7,2Cap,0,1975
400_240_2_8,BinP,160,400
400_240_2_8,3Idx,53,400
400_240_2_8,2Cap,0,1908
400_240_2_9,BinP,225,400
400_240_2_9,3Idx,39,400
400_240_2_9,2Cap,0,1935
