instance,solver,time,val
100_40_3_00,3Cap,0.14,3316.00
100_40_3_01,3Cap,0.13,3342.00
100_40_3_02,3Cap,0.15,3324.00
100_40_3_03,3Cap,0.13,3332.00
100_40_3_04,3Cap,0.10,3324.00
100_40_3_05,3Cap,0.07,3328.00
100_40_3_06,3Cap,0.09,3353.00
100_40_3_07,3Cap,0.09,3352.00
100_40_3_08,3Cap,0.07,3338.00
100_40_3_09,3Cap,0.07,3316.00
100_40_3_10,3Cap,0.08,3336.00
100_40_3_11,3Cap,0.06,3322.00
100_40_3_12,3Cap,0.07,3337.00
100_40_3_13,3Cap,0.07,3346.00
100_40_3_14,3Cap,0.07,3354.00
100_40_3_15,3Cap,0.08,3325.00
100_40_3_16,3Cap,0.08,3327.00
100_40_3_17,3Cap,0.06,3326.00
100_40_3_18,3Cap,0.06,3369.00
100_40_3_19,3Cap,0.06,3336.00
