instance,solver,time,val
100_60_2_00,2Cap,0.09,6577.72
100_60_2_00,OPT,0.94,6565.6
100_60_2_00,2Cap + TS,43.14,6568.04
100_60_2_01,2Cap,0.04,6609.28
100_60_2_01,OPT,0.68,6578.98
100_60_2_01,2Cap + TS,49.8,6597.16
100_60_2_02,2Cap,0.06,6592.28
100_60_2_02,OPT,0.64,6561.98
100_60_2_02,2Cap + TS,47.99,6564.42
100_60_2_03,2Cap,0.03,6555.92
100_60_2_03,OPT,0.71,6549.86
100_60_2_03,2Cap + TS,47.25,6555.92
100_60_2_04,2Cap,0.03,6589.92
100_60_2_04,OPT,0.81,6557.18
100_60_2_04,2Cap + TS,41.82,6580.24
100_60_2_05,2Cap,0.04,6631.08
100_60_2_05,OPT,0.65,6588.66
100_60_2_05,2Cap + TS,42.14,6606.84
100_60_2_06,2Cap,0.02,6582.6
100_60_2_06,OPT,0.72,6569.3
100_60_2_06,2Cap + TS,29.81,6569.3
100_60_2_07,2Cap,0.04,6575.28
100_60_2_07,OPT,0.67,6547.42
100_60_2_07,2Cap + TS,14.22,6547.42
100_60_2_08,2Cap,0.02,6575.36
100_60_2_08,OPT,0.74,6565.68
100_60_2_08,2Cap + TS,38.71,6575.36
100_60_2_09,2Cap,0.03,6563.16
100_60_2_09,OPT,0.65,6551.04
100_60_2_09,2Cap + TS,40.21,6563.16
100_60_2_10,2Cap,0.04,6555.92
100_60_2_10,OPT,0.66,6549.86
100_60_2_10,2Cap + TS,38.92,6555.92
100_60_2_11,2Cap,0.02,6561.98
100_60_2_11,OPT,0.65,6549.86
100_60_2_11,2Cap + TS,36.13,6561.98
100_60_2_12,2Cap,0.02,6578.98
100_60_2_12,OPT,0.74,6563.24
100_60_2_12,2Cap + TS,68.68,6572.92
100_60_2_13,2Cap,0.03,6572.92
100_60_2_13,OPT,0.71,6570.48
100_60_2_13,2Cap + TS,38.67,6572.92
100_60_2_14,2Cap,0.03,6612.9
100_60_2_14,OPT,0.67,6580.16
100_60_2_14,2Cap + TS,57.76,6588.66
100_60_2_15,2Cap,0.03,6593.54
100_60_2_15,OPT,0.74,6562.06
100_60_2_15,2Cap + TS,84.34,6574.18
100_60_2_16,2Cap,0.03,6558.36
100_60_2_16,OPT,0.74,6552.3
100_60_2_16,2Cap + TS,44.13,6555.92
100_60_2_17,2Cap,0.03,6612.9
100_60_2_17,OPT,0.75,6576.54
100_60_2_17,2Cap + TS,48.76,6606.84
100_60_2_18,2Cap,0.03,6570.48
100_60_2_18,OPT,0.89,6560.8
100_60_2_18,2Cap + TS,35.18,6566.86
100_60_2_19,2Cap,0.03,6578.98
100_60_2_19,OPT,0.68,6572.92
100_60_2_19,2Cap + TS,39.44,6578.98
