instance,solver,time,val
100_40_3_00,BinP,3.28,3304.00
100_40_3_00,3Idx,5.14,3304.00
100_40_3_00,3CapRec,0.03,4159.00
100_40_3_00,3Cap,0.04,3397.00
100_40_3_01,BinP,2.78,3302.00
100_40_3_01,3Idx,4.63,3302.00
100_40_3_01,3CapRec,0.01,4244.00
100_40_3_01,3Cap,0.02,3366.00
100_40_3_02,BinP,2.86,3302.00
100_40_3_02,3Idx,3.99,3302.00
100_40_3_02,3CapRec,0.02,4311.00
100_40_3_02,3Cap,0.02,3383.00
100_40_3_03,BinP,2.38,3307.00
100_40_3_03,3Idx,6.86,3307.00
100_40_3_03,3CapRec,0.01,4396.00
100_40_3_03,3Cap,0.01,3362.00
100_40_3_04,BinP,2.59,3307.00
100_40_3_04,3Idx,30.02,3364.00
100_40_3_04,3CapRec,0.01,4353.00
100_40_3_04,3Cap,0.01,3439.00
100_40_3_05,BinP,2.85,3306.00
100_40_3_05,3CapPerm,0.21,4159.00
100_40_3_05,3CapRec,0.02,4259.00
100_40_3_05,3Cap,0.01,3438.00
100_40_3_06,BinP,3.16,3309.00
100_40_3_06,3Idx,21.62,3309.00
100_40_3_06,3CapRec,0.00,4249.00
100_40_3_06,3Cap,0.01,3400.00
100_40_3_07,BinP,4.02,3303.00
100_40_3_07,3Idx,4.56,3303.00
100_40_3_07,3CapRec,0.01,4136.00
100_40_3_07,3Cap,0.01,3404.00
100_40_3_08,BinP,3.09,3304.00
100_40_3_08,3Idx,4.05,3304.00
100_40_3_08,3CapRec,0.01,4399.00
100_40_3_08,3Cap,0.01,3389.00
100_40_3_09,BinP,2.90,3305.00
100_40_3_09,3Idx,2.76,3305.00
100_40_3_09,3Cap,0.01,3379.00
100_40_3_10,BinP,3.37,3310.00
100_40_3_10,3Idx,30.02,3311.00
100_40_3_10,3CapRec,0.01,4189.00
100_40_3_10,3Cap,0.01,3452.00
100_40_3_11,BinP,4.77,3309.00
100_40_3_11,3Idx,3.58,3309.00
100_40_3_11,3CapRec,0.01,4264.00
100_40_3_11,3Cap,0.01,3419.00
100_40_3_12,BinP,3.14,3304.00
100_40_3_12,3Idx,8.12,3304.00
100_40_3_12,3CapRec,0.00,4215.00
100_40_3_12,3Cap,0.01,3408.00
100_40_3_13,BinP,3.47,3308.00
100_40_3_13,3Idx,18.89,3308.00
100_40_3_13,3Cap,0.01,3414.00
100_40_3_14,BinP,3.56,3304.00
100_40_3_14,3Idx,11.78,3304.00
100_40_3_14,3CapRec,0.02,4304.00
100_40_3_14,3Cap,0.01,3414.00
100_40_3_15,BinP,3.64,3302.00
100_40_3_15,3Idx,13.13,3302.00
100_40_3_15,3CapRec,0.01,4287.00
100_40_3_15,3Cap,0.01,3427.00
100_40_3_16,BinP,1.87,3301.00
100_40_3_16,3Idx,5.51,3301.00
100_40_3_16,3CapRec,0.01,4208.00
100_40_3_16,3Cap,0.01,3397.00
100_40_3_17,BinP,3.01,3305.00
100_40_3_17,3Idx,4.38,3305.00
100_40_3_17,3CapRec,0.02,4106.00
100_40_3_17,3Cap,0.01,3386.00
100_40_3_18,BinP,2.84,3304.00
100_40_3_18,3Idx,5.39,3304.00
100_40_3_18,3CapRec,0.00,4508.00
100_40_3_18,3Cap,0.01,3363.00
100_40_3_19,BinP,3.43,3311.00
100_40_3_19,3Idx,9.99,3311.00
100_40_3_19,3CapRec,0.01,4292.00
100_40_3_19,3Cap,0.01,3401.00
