instance,solver,time,val
300_180_2_00,LB,-,48733.96
300_180_2_00,BinP,134.37,91569.98
300_180_2_00,3Idx,64.70,48757.02
300_180_2_00,2Cap,0.55,48789.76
300_180_2_01,LB,-,48722.94
300_180_2_01,BinP,124.33,95241.00
300_180_2_01,3Idx,32.27,48735.14
300_180_2_01,2Cap,0.42,48744.82
300_180_2_02,LB,-,48772.76
300_180_2_02,BinP,122.48,89109.46
300_180_2_02,3Idx,26.43,48786.14
300_180_2_02,2Cap,0.40,48809.20
300_180_2_03,LB,-,48761.82
300_180_2_03,BinP,135.50,93082.54
300_180_2_03,3Idx,46.07,48774.02
300_180_2_03,2Cap,0.47,48798.26
300_180_2_04,LB,-,48756.94
300_180_2_04,BinP,120.22,94578.10
300_180_2_04,3Idx,28.23,48781.26
300_180_2_04,2Cap,0.36,48826.12
300_180_2_05,LB,-,48742.46
300_180_2_05,BinP,129.56,91249.90
300_180_2_05,3Idx,34.92,48763.16
300_180_2_05,2Cap,0.38,48799.52
300_180_2_06,LB,-,48757.02
300_180_2_06,BinP,133.53,90451.16
300_180_2_06,3Idx,36.87,48776.46
300_180_2_06,2Cap,0.42,48834.62
300_180_2_07,LB,-,48750.88
300_180_2_07,BinP,120.28,86397.10
300_180_2_07,3Idx,29.72,48766.70
300_180_2_07,2Cap,0.32,48794.56
300_180_2_08,LB,-,48757.02
300_180_2_08,BinP,120.77,52886.56
300_180_2_08,3Idx,23.86,48764.34
300_180_2_08,2Cap,0.39,48782.52
300_180_2_09,LB,-,48742.46
300_180_2_09,BinP,120.87,52124.18
300_180_2_09,3Idx,28.14,48763.16
300_180_2_09,2Cap,0.35,48775.28
300_180_2_10,LB,-,48755.68
300_180_2_10,BinP,124.25,90074.26
300_180_2_10,3Idx,98.62,48773.94
300_180_2_10,2Cap,0.35,48795.74
300_180_2_11,LB,-,48747.34
300_180_2_11,BinP,129.60,91274.14
300_180_2_11,3Idx,26.54,48752.22
300_180_2_11,2Cap,0.38,48788.58
300_180_2_12,LB,-,48767.88
300_180_2_12,BinP,123.23,90510.74
300_180_2_12,3Idx,32.26,48792.20
300_180_2_12,2Cap,0.38,48820.06
300_180_2_13,LB,-,48754.5
300_180_2_13,BinP,136.22,95737.92
300_180_2_13,3Idx,65.12,48778.82
300_180_2_13,2Cap,0.34,48805.50
300_180_2_14,LB,-,48739.94
300_180_2_14,BinP,120.48,95797.34
300_180_2_14,3Idx,41.58,48755.76
300_180_2_14,2Cap,0.49,48804.24
300_180_2_15,LB,-,48759.38
300_180_2_15,BinP,131.20,91659.54
300_180_2_15,3Idx,23.89,48782.52
300_180_2_15,2Cap,0.34,48795.82
300_180_2_16,LB,-,48735.14
300_180_2_16,BinP,127.04,93737.02
300_180_2_16,3Idx,28.31,48754.50
300_180_2_16,2Cap,0.31,48792.12
300_180_2_17,LB,-,48737.58
300_180_2_17,BinP,126.44,87193.40
300_180_2_17,3Idx,28.83,48753.40
300_180_2_17,2Cap,0.42,48821.24
300_180_2_18,LB,-,48749.78
300_180_2_18,BinP,121.42,88719.26
300_180_2_18,3Idx,22.99,48774.10
300_180_2_18,2Cap,0.34,48798.34
300_180_2_19,LB,-,48752.14
300_180_2_19,BinP,140.37,93619.44
300_180_2_19,3Idx,30.37,48763.08
300_180_2_19,2Cap,0.36,48803.06
