instance,solver,time,val
500_200_3_00,BinP,4211.46,70516
500_200_3_00,3Cap,3.95,70671.00
500_200_3_01,BinP,3533.27,70524
500_200_3_01,3Cap,3.85,70621.00
500_200_3_02,BinP,5385.46,70517
500_200_3_02,3Cap,4.17,70605.00
500_200_3_03,BinP,3665.99,70523
500_200_3_03,3Cap,4.10,70612.00
500_200_3_04,BinP,4710.47,70527
500_200_3_04,3Cap,4.01,70595.00
500_200_3_05,BinP,3243.46,70516
500_200_3_05,3Cap,3.84,70671.00
500_200_3_06,BinP,5062.65,70517
500_200_3_06,3Cap,3.95,70640.00
500_200_3_07,BinP,5264.53,70517
500_200_3_07,3Cap,3.86,70701.00
500_200_3_08,3Cap,3.96,70615.00
500_200_3_09,3Cap,3.84,70623.00
500_200_3_10,BinP,4908.49,70511
500_200_3_10,3Cap,3.89,70703.00
500_200_3_11,BinP,5402.53,70530
500_200_3_11,3Cap,3.85,70613.00
500_200_3_12,3Cap,3.91,70605.00
500_200_3_13,BinP,5404.24,70522
500_200_3_13,3Cap,3.89,70585.00
500_200_3_14,3Cap,3.73,70665.00
500_200_3_15,3Cap,3.85,70720.00
500_200_3_15,BinP,4539.76,70523
500_200_3_16,BinP,4406.08,70516
500_200_3_16,3Cap,3.90,70606.00
500_200_3_17,BinP,5229.94,70520
500_200_3_17,3Cap,3.63,70693.00
500_200_3_18,BinP,3728.79,70521
500_200_3_18,3Cap,3.65,70623.00
500_200_3_19,BinP,3486.86,70528
500_200_3_19,3Cap,3.65,70604.00
