instance,solver,time,val
500_300_2_29,2Cap,0.58,2534.00
500_300_2_33,2Cap,0.27,2489.00
500_300_2_12,2Cap,0.41,2426.00
500_300_2_13,2Cap,0.22,2554.00
500_300_2_47,2Cap,0.27,2452.00
500_300_2_1,2Cap,0.70,2460.00
500_300_2_9,2Cap,0.27,2456.00
500_300_2_40,2Cap,0.39,2454.00
500_300_2_37,2Cap,0.32,2445.00
500_300_2_6,2Cap,0.85,2457.00
500_300_2_8,2Cap,0.24,2425.00
500_300_2_16,2Cap,0.25,2544.00
500_300_2_25,2Cap,0.21,2384.00
500_300_2_31,2Cap,0.23,2556.00
500_300_2_28,2Cap,0.26,2449.00
500_300_2_27,2Cap,0.46,2509.00
500_300_2_15,2Cap,0.33,2449.00
500_300_2_11,2Cap,0.22,2471.00
500_300_2_2,2Cap,0.26,2514.00
500_300_2_38,2Cap,0.73,2518.00
500_300_2_4,2Cap,0.25,2469.00
500_300_2_3,2Cap,0.22,2466.00
500_300_2_20,2Cap,0.69,2462.00
500_300_2_46,2Cap,0.23,2535.00
500_300_2_36,2Cap,0.25,2495.00
500_300_2_44,2Cap,0.22,2514.00
500_300_2_43,2Cap,0.23,2495.00
500_300_2_41,2Cap,0.40,2555.00
500_300_2_34,2Cap,0.57,2478.00
500_300_2_24,2Cap,0.79,2454.00
500_300_2_18,2Cap,0.92,2515.00
500_300_2_45,2Cap,0.24,2541.00
500_300_2_22,2Cap,0.25,2405.00
500_300_2_10,2Cap,0.23,2563.00
500_300_2_21,2Cap,0.41,2498.00
500_300_2_5,2Cap,0.23,2520.00
500_300_2_19,2Cap,0.23,2451.00
500_300_2_39,2Cap,0.26,2577.00
500_300_2_14,2Cap,0.26,2527.00
500_300_2_26,2Cap,0.30,2430.00
500_300_2_7,2Cap,0.72,2519.00
500_300_2_42,2Cap,0.28,2515.00
500_300_2_49,2Cap,0.21,2594.00
500_300_2_48,2Cap,0.27,2493.00
500_300_2_30,2Cap,0.23,2525.00
500_300_2_17,2Cap,0.23,2588.00
500_300_2_32,2Cap,0.26,2453.00
500_300_2_0,2Cap,0.26,2404.00
500_300_2_35,2Cap,0.70,2561.00
500_300_2_23,2Cap,0.26,2520.00
