instance,solver,time,val
300_120_3_26,BinP,42.94,0.00
300_120_3_26,3Idx,34.90,0.00
300_120_3_26,ConstHeu,6.17,1349.00
300_120_3_1,BinP,63.06,0.00
300_120_3_1,3Idx,300.86,18.00
300_120_3_1,ConstHeu,6.00,1275.00
300_120_3_78,BinP,30.10,0.00
300_120_3_78,3Idx,70.04,0.00
300_120_3_80,BinP,3.61,0.00
300_120_3_80,3Idx,36.86,0.00
300_120_3_80,ConstHeu,5.14,1307.00
300_120_3_89,BinP,46.59,0.00
300_120_3_89,3Idx,168.55,0.00
300_120_3_89,ConstHeu,5.87,1327.00
300_120_3_10,BinP,8.72,0.00
300_120_3_10,3Idx,46.47,0.00
300_120_3_10,ConstHeu,4.87,1251.00
300_120_3_43,BinP,6.40,0.00
300_120_3_43,3Idx,40.45,0.00
300_120_3_43,ConstHeu,5.68,1362.00
300_120_3_14,BinP,31.05,0.00
300_120_3_14,3Idx,79.88,0.00
300_120_3_14,ConstHeu,5.00,1407.00
300_120_3_5,BinP,42.19,0.00
300_120_3_5,3Idx,76.96,0.00
300_120_3_24,BinP,29.07,0.00
300_120_3_24,3Idx,38.14,0.00
300_120_3_16,BinP,8.05,0.00
300_120_3_16,3Idx,38.97,0.00
300_120_3_16,ConstHeu,6.21,1370.00
300_120_3_28,BinP,37.80,0.00
300_120_3_28,3Idx,142.96,0.00
300_120_3_28,ConstHeu,4.87,1334.00
300_120_3_35,BinP,11.51,0.00
300_120_3_35,3Idx,63.39,0.00
300_120_3_35,ConstHeu,6.13,1282.00
300_120_3_92,BinP,43.31,0.00
300_120_3_92,3Idx,96.32,0.00
300_120_3_92,ConstHeu,4.71,1231.00
300_120_3_85,BinP,67.96,0.00
300_120_3_85,3Idx,302.82,89.00
300_120_3_7,BinP,28.39,0.00
300_120_3_7,3Idx,33.70,0.00
300_120_3_6,BinP,44.16,0.00
300_120_3_6,3Idx,69.42,0.00
300_120_3_6,ConstHeu,6.88,1350.00
300_120_3_33,BinP,27.64,0.00
300_120_3_33,3Idx,109.13,0.00
300_120_3_33,ConstHeu,4.67,1345.00
300_120_3_62,BinP,35.31,0.00
300_120_3_62,3Idx,125.83,0.00
300_120_3_29,BinP,46.10,0.00
300_120_3_29,3Idx,62.77,0.00
300_120_3_63,BinP,29.02,0.00
300_120_3_63,3Idx,42.69,0.00
300_120_3_56,BinP,54.00,0.00
300_120_3_56,3Idx,128.74,0.00
300_120_3_56,ConstHeu,4.71,1288.00
300_120_3_18,BinP,45.55,0.00
300_120_3_18,3Idx,90.27,0.00
300_120_3_18,ConstHeu,4.81,1275.00
300_120_3_21,BinP,18.07,0.00
300_120_3_21,3Idx,76.40,0.00
300_120_3_21,ConstHeu,6.90,1345.00
300_120_3_42,BinP,61.08,0.00
300_120_3_42,3Idx,132.47,0.00
300_120_3_42,ConstHeu,4.90,1376.00
300_120_3_95,BinP,54.07,0.00
300_120_3_95,3Idx,229.99,0.00
300_120_3_60,BinP,24.52,0.00
300_120_3_60,3Idx,71.24,0.00
300_120_3_60,ConstHeu,4.76,1410.00
300_120_3_96,BinP,8.96,0.00
300_120_3_96,3Idx,34.86,0.00
300_120_3_96,ConstHeu,4.59,1351.00
300_120_3_66,BinP,29.88,0.00
300_120_3_66,3Idx,66.60,0.00
300_120_3_66,ConstHeu,4.66,1407.00
300_120_3_55,BinP,48.40,0.00
300_120_3_55,3Idx,56.54,0.00
300_120_3_55,ConstHeu,4.74,1327.00
300_120_3_45,BinP,7.52,0.00
300_120_3_45,3Idx,37.00,0.00
300_120_3_45,ConstHeu,4.72,1332.00
300_120_3_44,BinP,29.24,0.00
