instance,solver,time,val
300_120_3_44,3Idx,122.76,0.00
300_120_3_53,BinP,50.45,0.00
300_120_3_53,3Idx,152.51,0.00
300_120_3_77,BinP,36.56,0.00
300_120_3_77,3Idx,66.51,0.00
300_120_3_77,ConstHeu,4.68,1266.00
300_120_3_71,BinP,12.53,0.00
300_120_3_71,3Idx,35.93,0.00
300_120_3_32,BinP,14.70,0.00
300_120_3_32,3Idx,41.71,0.00
300_120_3_32,ConstHeu,4.65,1346.00
300_120_3_75,BinP,33.58,0.00
300_120_3_75,3Idx,39.74,0.00
300_120_3_39,BinP,34.18,0.00
300_120_3_39,3Idx,65.34,0.00
300_120_3_39,ConstHeu,6.47,1265.00
300_120_3_64,BinP,18.73,0.00
300_120_3_64,3Idx,55.87,0.00
300_120_3_64,ConstHeu,4.76,1222.00
300_120_3_74,BinP,5.72,0.00
300_120_3_74,3Idx,42.13,0.00
300_120_3_74,ConstHeu,4.59,1263.00
300_120_3_37,BinP,38.11,0.00
300_120_3_37,3Idx,51.06,0.00
300_120_3_37,ConstHeu,6.70,1321.00
300_120_3_0,BinP,34.43,0.00
300_120_3_0,3Idx,58.59,0.00
300_120_3_0,ConstHeu,4.70,1278.00
300_120_3_93,BinP,25.67,0.00
300_120_3_93,3Idx,88.58,0.00
300_120_3_12,BinP,39.51,0.00
300_120_3_12,3Idx,96.44,0.00
300_120_3_3,BinP,10.90,0.00
300_120_3_3,3Idx,44.98,0.00
300_120_3_3,ConstHeu,4.62,1320.00
300_120_3_13,BinP,19.69,0.00
300_120_3_13,3Idx,45.98,0.00
300_120_3_81,BinP,16.18,0.00
300_120_3_81,3Idx,52.98,0.00
300_120_3_81,ConstHeu,4.65,1386.00
300_120_3_17,BinP,17.90,0.00
300_120_3_17,3Idx,93.62,0.00
300_120_3_17,ConstHeu,7.13,1268.00
300_120_3_34,BinP,43.69,0.00
300_120_3_34,3Idx,90.22,0.00
300_120_3_34,ConstHeu,4.82,1376.00
300_120_3_83,BinP,39.80,0.00
300_120_3_83,3Idx,39.15,0.00
300_120_3_83,ConstHeu,4.82,1328.00
300_120_3_2,BinP,17.85,0.00
300_120_3_2,3Idx,41.11,0.00
300_120_3_2,ConstHeu,7.06,1307.00
300_120_3_11,BinP,37.97,0.00
300_120_3_11,3Idx,66.24,0.00
300_120_3_8,BinP,37.85,0.00
300_120_3_8,3Idx,57.65,0.00
300_120_3_8,ConstHeu,4.56,1383.00
300_120_3_94,BinP,29.71,0.00
300_120_3_94,3Idx,44.45,0.00
300_120_3_94,ConstHeu,4.68,1321.00
300_120_3_73,BinP,12.39,0.00
300_120_3_73,3Idx,69.49,0.00
300_120_3_57,BinP,11.64,0.00
300_120_3_57,3Idx,45.69,0.00
300_120_3_57,ConstHeu,4.73,1311.00
300_120_3_15,BinP,9.77,0.00
300_120_3_15,3Idx,48.05,0.00
300_120_3_48,BinP,32.57,0.00
300_120_3_48,3Idx,40.64,0.00
300_120_3_48,ConstHeu,4.80,1298.00
300_120_3_59,BinP,12.85,0.00
300_120_3_59,3Idx,54.31,0.00
300_120_3_59,ConstHeu,6.59,1388.00
300_120_3_61,BinP,45.90,0.00
300_120_3_61,3Idx,170.48,0.00
300_120_3_58,BinP,40.15,0.00
300_120_3_58,3Idx,78.70,0.00
300_120_3_27,BinP,32.60,0.00
300_120_3_27,3Idx,121.16,0.00
300_120_3_27,ConstHeu,4.74,1326.00
300_120_3_38,BinP,55.98,0.00
300_120_3_38,3Idx,218.66,0.00
300_120_3_38,ConstHeu,4.76,1357.00
300_120_3_50,BinP,40.23,0.00
300_120_3_50,3Idx,85.84,0.00
300_120_3_50,ConstHeu,4.73,1339.00
300_120_3_4,BinP,25.18,0.00
300_120_3_4,3Idx,57.21,0.00
300_120_3_4,ConstHeu,4.67,1318.00
300_120_3_87,BinP,31.42,0.00
300_120_3_87,3Idx,117.80,0.00
300_120_3_87,ConstHeu,7.83,1265.00
300_120_3_31,BinP,27.87,0.00
300_120_3_31,3Idx,47.80,0.00
300_120_3_31,ConstHeu,4.69,1368.00
300_120_3_97,BinP,8.28,0.00
300_120_3_97,3Idx,53.57,0.00
300_120_3_97,ConstHeu,4.62,1375.00
300_120_3_20,BinP,53.57,0.00
300_120_3_20,3Idx,74.14,0.00
300_120_3_20,ConstHeu,4.87,1384.00
300_120_3_36,BinP,48.80,0.00
300_120_3_36,3Idx,200.87,0.00
300_120_3_36,ConstHeu,7.44,1265.00
300_120_3_54,BinP,48.74,0.00
300_120_3_54,3Idx,79.47,0.00
300_120_3_54,ConstHeu,4.73,1335.00
300_120_3_98,BinP,26.93,0.00
300_120_3_98,3Idx,62.24,0.00
300_120_3_47,BinP,36.14,0.00
300_120_3_47,3Idx,59.06,0.00
300_120_3_47,ConstHeu,4.75,1286.00
300_120_3_19,BinP,12.18,0.00
300_120_3_19,3Idx,46.98,0.00
300_120_3_90,BinP,48.48,0.00
300_120_3_90,3Idx,161.71,0.00
300_120_3_30,BinP,68.92,0.00
300_120_3_30,3Idx,108.39,0.00
300_120_3_30,ConstHeu,5.03,1374.00
300_120_3_23,BinP,11.16,0.00
300_120_3_23,3Idx,38.17,0.00
300_120_3_23,ConstHeu,4.56,1318.00
300_120_3_84,BinP,36.61,0.00
300_120_3_84,3Idx,144.18,0.00
300_120_3_84,ConstHeu,4.87,1274.00
300_120_3_40,BinP,11.33,0.00
300_120_3_40,3Idx,82.63,0.00
300_120_3_40,ConstHeu,4.78,1291.00
300_120_3_41,BinP,35.01,0.00
300_120_3_41,3Idx,79.49,0.00
300_120_3_41,ConstHeu,4.70,1285.00
300_120_3_88,BinP,63.09,0.00
300_120_3_88,3Idx,279.88,0.00
300_120_3_88,ConstHeu,7.47,1287.00
300_120_3_70,BinP,12.12,0.00
300_120_3_70,3Idx,43.22,0.00
300_120_3_70,ConstHeu,4.57,1282.00
300_120_3_67,BinP,30.71,0.00
300_120_3_67,3Idx,100.50,0.00
300_120_3_67,ConstHeu,4.74,1364.00
300_120_3_91,BinP,63.73,0.00
300_120_3_91,3Idx,126.63,0.00
300_120_3_51,BinP,44.15,0.00
300_120_3_51,3Idx,72.39,0.00
300_120_3_51,ConstHeu,8.04,1264.00
300_120_3_86,BinP,37.17,0.00
300_120_3_86,3Idx,75.08,0.00
300_120_3_82,BinP,68.52,0.00
300_120_3_82,3Idx,165.39,0.00
300_120_3_82,ConstHeu,5.53,1298.00
300_120_3_72,BinP,34.95,0.00
300_120_3_72,3Idx,42.64,0.00
300_120_3_52,BinP,36.67,0.00
300_120_3_52,3Idx,92.16,0.00
300_120_3_52,ConstHeu,8.17,1344.00
300_120_3_49,BinP,61.50,0.00
300_120_3_49,3Idx,124.87,0.00
300_120_3_49,ConstHeu,4.97,1259.00
300_120_3_65,BinP,7.95,0.00
300_120_3_65,3Idx,49.35,0.00
300_120_3_65,ConstHeu,4.80,1317.00
300_120_3_99,BinP,51.37,0.00
300_120_3_99,3Idx,184.86,0.00
300_120_3_99,ConstHeu,4.84,1357.00
300_120_3_25,BinP,25.30,0.00
300_120_3_25,3Idx,41.34,0.00
300_120_3_25,ConstHeu,4.94,1370.00
300_120_3_69,BinP,11.97,0.00
300_120_3_69,3Idx,49.03,0.00
300_120_3_46,BinP,6.52,0.00
300_120_3_46,3Idx,47.00,0.00
300_120_3_46,ConstHeu,4.81,1391.00
300_120_3_9,BinP,58.26,0.00
300_120_3_9,3Idx,107.48,0.00
300_120_3_9,ConstHeu,4.91,1352.00
300_120_3_68,BinP,43.96,0.00
300_120_3_68,3Idx,130.04,0.00
300_120_3_68,ConstHeu,4.83,1315.00
300_120_3_22,BinP,27.74,0.00
300_120_3_22,3Idx,85.40,0.00
300_120_3_22,ConstHeu,4.83,1270.00
300_120_3_79,BinP,11.77,0.00
300_120_3_79,3Idx,91.72,0.00
300_120_3_79,ConstHeu,4.91,1289.00
300_120_3_76,BinP,11.92,0.00
300_120_3_76,3Idx,58.95,0.00
