instance,solver,time,val
100_41_3_00,TS,23.60,9638.1
100_41_3_00,OPT,2.19,9638.1
100_41_3_00,3Cap,0.15,9638.1
100_41_3_01,TS,31.54,9618.74
100_41_3_01,OPT,2.74,9613.86
100_41_3_01,3Cap,0.11,9618.74
100_41_3_02,TS,24.81,9625.98
100_41_3_02,OPT,1.32,9619.92
100_41_3_02,3Cap,0.11,9625.98
100_41_3_03,TS,24.60,9647.78
100_41_3_03,OPT,1.38,9619.92
100_41_3_03,3Cap,0.08,9647.78
100_41_3_04,TS,67.77,9618.74
100_41_3_04,OPT,2.52,9608.98
100_41_3_04,3Cap,0.09,9645.34
100_41_3_05,TS,27.44,9635.66
100_41_3_05,OPT,2.53,9622.36
100_41_3_05,3Cap,0.08,9635.66
100_41_3_06,TS,33.64,9629.6
100_41_3_06,OPT,2.98,9612.6
100_41_3_06,3Cap,0.1,9629.6
100_41_3_07,TS,32.03,9627.16
100_41_3_07,OPT,0.97,9608.98
100_41_3_07,3Cap,0.1,9627.16
100_41_3_08,TS,35.36,9640.54
100_41_3_08,OPT,2.61,9623.54
100_41_3_08,3Cap,0.09,9650.22
100_41_3_09,TS,36.68,9625.98
100_41_3_09,OPT,1.04,9622.36
100_41_3_09,3Cap,0.1,9625.98
100_41_3_10,TS,29.74,9635.66
100_41_3_10,OPT,2.4,9608.98
100_41_3_10,3Cap,0.08,9659.9
100_41_3_11,TS,33.42,9652.66
100_41_3_11,OPT,1.26,9624.8
100_41_3_11,3Cap,0.08,9652.66
100_41_3_12,TS,33.76,9652.66
100_41_3_12,OPT,2.19,9623.54
100_41_3_12,3Cap,0.08,9664.78
100_41_3_13,TS,28.32,9640.54
100_41_3_13,OPT,2.3,9636.92
100_41_3_13,3Cap,0.12,9640.54
100_41_3_14,TS,21.33,9625.98
100_41_3_14,OPT,1.25,9621.1
100_41_3_14,3Cap,0.1,9625.98
100_41_3_15,TS,30.97,9638.1
100_41_3_15,OPT,0.66,9625.98
100_41_3_15,3Cap,0.08,9650.22
100_41_3_16,TS,27.41,9644.16
100_41_3_16,OPT,2.91,9629.6
100_41_3_16,3Cap,0.08,9644.16
100_41_3_17,TS,30.61,9650.22
100_41_3_17,OPT,1.14,9639.28
100_41_3_17,3Cap,0.14,9659.9
100_41_3_18,TS,41.07,9650.22
100_41_3_18,OPT,2.9,9625.98
100_41_3_18,3Cap,0.09,9650.22
100_41_3_19,TS,28.47,9640.54
100_41_3_19,OPT,2.82,9634.48
100_41_3_19,3Cap,0.07,9640.54
