instance,solver,time,val
100_40_3_00,BinP,4.37,3303.00
100_40_3_00,3Idx,6.05,3303.00
100_40_3_00,3Cap,0.12,3326.00
100_40_3_01,BinP,4.90,3306.00
100_40_3_01,3Idx,5.46,3306.00
100_40_3_01,3Cap,0.03,3354.00
100_40_3_02,BinP,4.33,3301.00
100_40_3_02,3Idx,8.87,3301.00
100_40_3_02,3Cap,0.05,3324.00
100_40_3_03,BinP,6.21,3306.00
100_40_3_03,3Idx,10.03,3370.00
100_40_3_03,3Cap,0.03,3336.00
100_40_3_04,BinP,4.09,3300.00
100_40_3_04,3Cap,0.02,3324.00
100_40_3_05,BinP,4.81,3305.00
100_40_3_05,3Idx,5.87,3305.00
100_40_3_05,3Cap,0.02,3328.00
100_40_3_06,BinP,5.60,3303.00
100_40_3_06,3Idx,3.25,3303.00
100_40_3_06,3Cap,0.02,3353.00
100_40_3_07,BinP,5.07,3303.00
100_40_3_07,3Idx,8.65,3303.00
100_40_3_07,3Cap,0.02,3352.00
100_40_3_08,BinP,6.75,3311.00
100_40_3_08,3Idx,10.04,3320.00
100_40_3_08,3Cap,0.04,3338.00
100_40_3_09,BinP,4.04,3304.00
100_40_3_09,3Cap,0.02,3316.00
100_40_3_10,BinP,5.71,3306.00
100_40_3_10,3Idx,10.01,3313.00
100_40_3_10,3Cap,0.04,3336.00
100_40_3_11,BinP,3.98,3301.00
100_40_3_11,3Idx,6.87,3301.00
100_40_3_11,3Cap,0.02,3322.00
100_40_3_12,BinP,4.87,3303.00
100_40_3_12,3Idx,2.99,3303.00
100_40_3_12,3Cap,0.02,3337.00
100_40_3_13,BinP,5.05,3302.00
100_40_3_13,3Idx,10.01,3328.00
100_40_3_13,3Cap,0.02,3338.00
100_40_3_14,BinP,4.63,3305.00
100_40_3_14,3Idx,10.01,3316.00
100_40_3_14,3Cap,0.01,3354.00
100_40_3_15,BinP,3.55,3304.00
100_40_3_15,3Idx,4.05,3304.00
100_40_3_15,3Cap,0.01,3325.00
100_40_3_16,BinP,2.86,3302.00
100_40_3_16,3Idx,3.18,3302.00
100_40_3_16,3Cap,0.01,3327.00
100_40_3_17,BinP,3.55,3305.00
100_40_3_17,3Cap,0.01,3326.00
100_40_3_18,BinP,3.99,3305.00
100_40_3_18,3Idx,2.88,3305.00
100_40_3_18,3Cap,0.04,3369.00
100_40_3_19,BinP,3.49,3310.00
100_40_3_19,3Idx,4.16,3310.00
100_40_3_19,3Cap,0.02,3336.00
