instance,solver,time,val
300_120_3_26,BinP,126.56,0.00
300_120_3_26,3Idx,300.44,229.00
300_120_3_1,BinP,305.07,1236.00
300_120_3_78,BinP,300.41,18.00
300_120_3_78,3Idx,301.94,107.00
300_120_3_78,ConstHeu,6.46,1320.00
300_120_3_80,BinP,94.04,0.00
300_120_3_80,3Idx,300.87,801.00
300_120_3_89,BinP,300.48,197.00
300_120_3_89,3Idx,300.48,586.00
300_120_3_10,BinP,88.86,0.00
300_120_3_10,3Idx,300.31,169.00
300_120_3_43,BinP,77.09,0.00
300_120_3_43,3Idx,301.43,101.00
300_120_3_43,ConstHeu,5.21,1269.00
300_120_3_14,BinP,62.35,0.00
300_120_3_14,3Idx,300.68,21.00
300_120_3_5,BinP,66.18,0.00
300_120_3_5,3Idx,301.41,155.00
300_120_3_24,BinP,85.07,0.00
300_120_3_24,3Idx,300.88,300.00
300_120_3_16,BinP,71.67,0.00
300_120_3_16,3Idx,301.42,110.00
300_120_3_16,ConstHeu,4.77,1357.00
300_120_3_28,BinP,117.54,0.00
300_120_3_28,3Idx,300.93,1213.00
300_120_3_35,BinP,300.30,164.00
300_120_3_35,3Idx,301.10,1333.00
300_120_3_92,BinP,300.98,58.00
300_120_3_92,3Idx,301.62,223.00
300_120_3_85,BinP,77.29,0.00
300_120_3_85,3Idx,301.53,53.00
300_120_3_85,ConstHeu,5.00,1410.00
300_120_3_7,BinP,55.98,0.00
300_120_3_7,3Idx,300.74,31.00
300_120_3_6,BinP,40.41,0.00
300_120_3_6,3Idx,300.78,66.00
300_120_3_33,BinP,50.84,0.00
300_120_3_33,3Idx,145.16,0.00
300_120_3_62,BinP,148.05,0.00
300_120_3_62,3Idx,301.16,291.00
300_120_3_62,ConstHeu,7.24,1350.00
300_120_3_29,BinP,198.10,0.00
300_120_3_29,3Idx,300.57,214.00
300_120_3_63,BinP,70.85,0.00
300_120_3_63,3Idx,90.57,0.00
300_120_3_56,BinP,98.15,0.00
300_120_3_56,3Idx,133.49,0.00
300_120_3_56,ConstHeu,4.97,1331.00
300_120_3_18,BinP,72.13,0.00
300_120_3_18,3Idx,300.46,209.00
300_120_3_21,BinP,49.89,0.00
300_120_3_21,3Idx,110.20,0.00
300_120_3_42,BinP,178.23,0.00
300_120_3_42,3Idx,300.74,329.00
300_120_3_95,BinP,84.86,0.00
300_120_3_95,3Idx,300.93,143.00
