instance,solver,time,val
100_60_2_00,LB,-,6553.48
100_60_2_00,BinP,2.21,6565.60
100_60_2_00,3Idx,0.84,6565.60
100_60_2_00,2Cap,0.11,6577.72
100_60_2_01,LB,-,6568.04
100_60_2_01,BinP,3.39,6578.98
100_60_2_01,3Idx,0.90,6578.98
100_60_2_01,2Cap,0.05,6609.28
100_60_2_02,LB,-,6559.54
100_60_2_02,BinP,2.21,6561.98
100_60_2_02,3Idx,0.90,6561.98
100_60_2_02,2Cap,0.05,6592.28
100_60_2_03,LB,-,6547.42
100_60_2_03,BinP,3.23,6549.86
100_60_2_03,3Idx,0.61,6549.86
100_60_2_03,2Cap,0.04,6555.92
100_60_2_04,LB,-,6546.24
100_60_2_04,BinP,2.43,6557.18
100_60_2_04,3Idx,0.75,6557.18
100_60_2_04,2Cap,0.03,6589.92
100_60_2_05,LB,-,6586.22
100_60_2_05,BinP,2.55,6588.66
100_60_2_05,3Idx,0.80,6588.66
100_60_2_05,2Cap,0.03,6631.08
100_60_2_06,LB,-,6547.42
100_60_2_06,BinP,3.05,6569.30
100_60_2_06,3Idx,0.99,6569.30
100_60_2_06,2Cap,0.03,6582.60
100_60_2_07,LB,-,6547.42
100_60_2_07,BinP,3.01,6547.42
100_60_2_07,3Idx,0.73,6547.42
100_60_2_07,2Cap,0.04,6575.28
100_60_2_08,LB,-,6555.92
100_60_2_08,BinP,2.18,6565.68
100_60_2_08,3Idx,0.76,6565.68
100_60_2_08,2Cap,0.03,6575.36
100_60_2_09,LB,-,6551.04
100_60_2_09,BinP,2.77,6551.04
100_60_2_09,3Idx,0.93,6551.04
100_60_2_09,2Cap,0.03,6563.16
100_60_2_10,LB,-,6549.86
100_60_2_10,BinP,2.32,6549.86
100_60_2_10,3Idx,0.96,6549.86
100_60_2_10,2Cap,0.03,6555.92
100_60_2_11,LB,-,6544.98
100_60_2_11,BinP,1.73,6549.86
100_60_2_11,3Idx,0.92,6549.86
100_60_2_11,2Cap,0.03,6561.98
100_60_2_12,LB,-,6558.36
100_60_2_12,BinP,2.71,6563.24
100_60_2_12,3Idx,0.94,6563.24
100_60_2_12,2Cap,0.02,6578.98
100_60_2_13,LB,-,6566.86
100_60_2_13,BinP,3.33,6570.48
100_60_2_13,3Idx,0.65,6570.48
100_60_2_13,2Cap,0.04,6572.92
100_60_2_14,LB,-,6565.6
100_60_2_14,BinP,3.16,6580.16
100_60_2_14,3Idx,0.82,6580.16
100_60_2_14,2Cap,0.03,6612.90
100_60_2_15,LB,-,6557.18
100_60_2_15,BinP,3.32,6562.06
100_60_2_15,3Idx,0.99,6562.06
100_60_2_15,2Cap,0.03,6593.54
100_60_2_16,LB,-,6547.42
100_60_2_16,BinP,2.42,6552.30
100_60_2_16,3Idx,0.75,6552.30
100_60_2_16,2Cap,0.12,6558.36
100_60_2_17,LB,-,6553.48
100_60_2_17,BinP,2.66,6576.54
100_60_2_17,3Idx,0.72,6576.54
100_60_2_17,2Cap,0.03,6612.90
100_60_2_18,LB,-,6555.92
100_60_2_18,BinP,2.73,6560.80
100_60_2_18,3Idx,0.64,6560.80
100_60_2_18,2Cap,0.03,6570.48
100_60_2_19,LB,-,6566.86
100_60_2_19,BinP,3.07,6572.92
100_60_2_19,3Idx,0.88,6572.92
100_60_2_19,2Cap,0.03,6578.98
