instance,solver,time,val
300_120_3_00,LB,-,78740.72
300_120_3_00,BinP,164.31,78743.16
300_120_3_00,3Idx,180.24,92128.84
300_120_3_00,3Cap,1.50,78797.70
300_120_3_01,LB,-,78755.36
300_120_3_01,BinP,146.21,78757.80
300_120_3_01,3Idx,180.27,90910.78
300_120_3_01,3Cap,1.58,78757.80
300_120_3_02,LB,-,78751.66
300_120_3_02,BinP,153.05,78761.42
300_120_3_02,3Idx,180.23,90178.70
300_120_3_02,3Cap,1.45,78791.72
300_120_3_03,LB,-,78750.48
300_120_3_03,BinP,165.16,78757.80
300_120_3_03,3Idx,180.30,91033.16
300_120_3_03,3Cap,1.45,78761.42
300_120_3_04,LB,-,78740.72
300_120_3_04,BinP,162.95,78745.60
300_120_3_04,3Idx,180.30,91067.16
300_120_3_04,3Cap,1.58,78767.40
300_120_3_05,LB,-,78767.4
300_120_3_05,BinP,180.46,81143.16
300_120_3_05,3Idx,180.25,90098.82
300_120_3_05,3Cap,1.51,78826.82
300_120_3_06,LB,-,78728.6
300_120_3_06,BinP,166.29,78739.54
300_120_3_06,3Idx,180.24,92127.58
300_120_3_06,3Cap,1.52,78749.22
300_120_3_07,LB,-,78743.16
300_120_3_07,BinP,177.80,78748.04
300_120_3_07,3Idx,180.24,92528.72
300_120_3_07,3Cap,1.52,78761.34
300_120_3_08,LB,-,78751.66
300_120_3_08,BinP,169.57,78762.60
300_120_3_08,3Idx,180.27,91044.02
300_120_3_08,3Cap,1.50,78788.02
300_120_3_09,LB,-,78763.78
300_120_3_09,BinP,181.96,78768.66
300_120_3_09,3Idx,180.26,89731.44
300_120_3_09,3Cap,1.46,78800.14
300_120_3_10,LB,-,78734.66
300_120_3_10,BinP,141.55,78748.04
300_120_3_10,3Idx,180.29,92344.56
300_120_3_10,3Cap,1.46,78777.08
300_120_3_11,LB,-,78735.92
300_120_3_11,BinP,154.77,78745.68
300_120_3_11,3Idx,180.29,91418.64
300_120_3_11,3Cap,1.40,78778.34
300_120_3_12,LB,-,78754.02
300_120_3_12,BinP,154.89,78772.28
300_120_3_12,3Idx,180.13,91316.80
300_120_3_12,3Cap,1.53,78784.40
300_120_3_13,LB,-,78729.78
300_120_3_13,BinP,162.00,78741.98
300_120_3_13,3Idx,180.28,90485.40
300_120_3_13,3Cap,1.40,78775.90
300_120_3_14,LB,-,78740.8
300_120_3_14,BinP,136.61,78760.24
300_120_3_14,3Idx,180.16,78760.24
300_120_3_14,3Cap,1.46,78779.60
300_120_3_15,LB,-,78738.28
300_120_3_15,BinP,185.16,80258.32
300_120_3_15,3Idx,180.25,87432.34
300_120_3_15,3Cap,1.48,78790.38
300_120_3_16,LB,-,78746.78
300_120_3_16,BinP,159.01,78765.04
300_120_3_16,3Idx,180.10,90704.58
300_120_3_16,3Cap,1.39,78802.58
300_120_3_17,LB,-,78735.84
300_120_3_17,BinP,180.47,80592.80
300_120_3_17,3Idx,180.23,81158.98
300_120_3_17,3Cap,1.48,78775.90
300_120_3_18,LB,-,78734.66
300_120_3_18,BinP,141.32,78739.54
300_120_3_18,3Idx,180.29,91039.14
300_120_3_18,3Cap,1.43,78761.34
300_120_3_19,LB,-,78748.04
300_120_3_19,BinP,158.64,78756.54
300_120_3_19,3Idx,180.26,92910.50
300_120_3_19,3Cap,1.48,78792.90
