instance,solver,time,val
500_300_2_00,3Idx,1642.63,43045
500_300_2_00,2Cap,0.93,43332
500_300_2_01,3Idx,608.07,43053
500_300_2_01,2Cap,0.7,43376
500_300_2_02,3Idx,943.75,43035
500_300_2_02,2Cap,0.57,43358
500_300_2_03,3Idx,963.35,43038
500_300_2_03,2Cap,0.64,43346
500_300_2_04,3Idx,855.14,43036
500_300_2_04,2Cap,0.63,43358
500_300_2_05,3Idx,922.82,43040
500_300_2_05,2Cap,0.96,43394
500_300_2_06,3Idx,798.5,43042
500_300_2_06,2Cap,0.66,43334
500_300_2_07,3Idx,1118.4,43050
500_300_2_07,2Cap,0.64,43308
500_300_2_08,3Idx,597.89,43047
500_300_2_08,2Cap,0.61,43190
500_300_2_09,BinP,2707.83,47553.00
500_300_2_09,3Idx,2037.82,43043
500_300_2_09,2Cap,0.55,43342
500_300_2_10,3Idx,711.16,43039
500_300_2_10,2Cap,0.54,43232
500_300_2_11,3Idx,2032.98,43034
500_300_2_11,2Cap,0.53,43232
500_300_2_12,3Idx,561.7,43057
500_300_2_12,2Cap,0.6,43224
500_300_2_13,3Idx,1713.59,43044
500_300_2_13,2Cap,0.56,43372
500_300_2_14,3Idx,627.44,43037
500_300_2_14,2Cap,0.59,43356
500_300_2_15,3Idx,716.3,43032
500_300_2_15,2Cap,0.57,43384
500_300_2_16,3Idx,2701.22,43046
500_300_2_16,2Cap,0.76,43152
500_300_2_17,3Idx,1444.75,43040
500_300_2_17,2Cap,0.6,43162
500_300_2_18,3Idx,754.73,43049
500_300_2_18,2Cap,0.54,43374
500_300_2_19,3Idx,1966.03,43043
500_300_2_19,2Cap,1.16,43168
