instance,solver,time,val
500_201_3_00,LB,-,211704.96
500_201_3_00,BinP,905.66,225663.36
500_201_3_00,3Idx,900.62,226781.46
500_201_3_00,3Cap,7.17,211768.08
500_201_3_01,LB,-,211697.64
500_201_3_01,BinP,904.79,229695.7
500_201_3_01,3Idx,900.48,245281.54
500_201_3_01,3Cap,6.82,211748.64
500_201_3_02,LB,-,211706.14
500_201_3_02,BinP,905.46,224430.74
500_201_3_02,3Idx,900.53,227650.8
500_201_3_02,3Cap,6.90,211771.62
500_201_3_03,LB,-,211700.16
500_201_3_03,BinP,905.61,211706.22
500_201_3_03,3Idx,901.44,230487.98
500_201_3_03,3Cap,7.24,211751.08
500_201_3_04,LB,-,211712.12
500_201_3_04,BinP,905.65,224897.36
500_201_3_04,3Idx,900.52,268548.64
500_201_3_04,3Cap,6.61,211804.36
500_201_3_05,LB,-,211696.46
500_201_3_05,BinP,904.22,226077.88
500_201_3_05,3Idx,900.54,225284.88
500_201_3_05,3Cap,6.94,211768.0
500_201_3_06,LB,-,211712.2
500_201_3_06,BinP,905.54,233149.9
500_201_3_06,3Idx,900.53,266430.08
500_201_3_06,3Cap,6.43,211737.7
500_201_3_07,LB,-,211694.02
500_201_3_07,BinP,908.77,228293.4
500_201_3_07,3Idx,900.32,242592.08
500_201_3_07,3Cap,6.55,211753.44
500_201_3_08,LB,-,211681.82
500_201_3_08,BinP,905.15,232756.0
500_201_3_08,3Cap,7.06,211715.82
500_201_3_09,LB,-,211692.84
500_201_3_09,BinP,905.70,230414.4
500_201_3_09,3Idx,900.69,270126.6
500_201_3_09,3Cap,6.53,211734.08
500_201_3_10,LB,-,211683.08
500_201_3_10,BinP,905.63,232099.08
500_201_3_10,3Idx,901.34,259922.82
500_201_3_10,3Cap,6.64,211711.02
500_201_3_11,LB,-,211707.4
500_201_3_11,BinP,867.45,211728.1
500_201_3_11,3Idx,901.22,251438.34
500_201_3_11,3Cap,6.41,211738.96
500_201_3_12,LB,-,211694.02
500_201_3_12,BinP,905.81,225212.48
500_201_3_12,3Idx,900.68,231320.72
500_201_3_12,3Cap,7.06,211769.26
500_201_3_13,LB,-,211700.08
500_201_3_13,BinP,901.28,222555.68
500_201_3_13,3Idx,900.73,226227.64
500_201_3_13,3Cap,6.81,211728.02
500_201_3_14,LB,-,211696.38
500_201_3_14,BinP,902.04,227678.9
500_201_3_14,3Idx,900.49,233924.08
500_201_3_14,3Cap,6.41,211748.56
500_201_3_15,LB,-,211711.02
500_201_3_15,BinP,905.60,232596.0
500_201_3_15,3Cap,6.67,211751.08
500_201_3_16,LB,-,211706.14
500_201_3_16,BinP,916.74,211738.96
500_201_3_16,3Idx,900.31,267597.22
500_201_3_16,3Cap,6.79,211759.58
500_201_3_17,LB,-,211702.52
500_201_3_17,BinP,857.43,211713.46
500_201_3_17,3Idx,901.49,235253.58
500_201_3_17,3Cap,6.50,211734.08
500_201_3_18,LB,-,211703.78
500_201_3_18,BinP,905.68,227608.62
500_201_3_18,3Cap,6.66,211768.08
500_201_3_19,LB,-,211702.52
500_201_3_19,BinP,905.69,231137.98
500_201_3_19,3Idx,900.61,245544.4
500_201_3_19,3Cap,6.78,211772.88
