instance,solver,time,val
500_300_2_00,LB,-,129716.54
500_300_2_00,3Idx,334.90,129739.68
500_300_2_00,2Cap,2.03,129779.66
500_300_2_01,LB,-,129767.46
500_300_2_01,3Idx,423.30,129785.72
500_300_2_01,2Cap,2.10,129816.02
500_300_2_02,LB,-,129717.72
500_300_2_02,BinP,604.18,208463.50
500_300_2_02,3Idx,439.47,129737.24
500_300_2_02,2Cap,1.61,129773.60
500_300_2_03,LB,-,129754.24
500_300_2_03,3Idx,332.30,129774.94
500_300_2_03,2Cap,1.79,129774.94
500_300_2_04,LB,-,129759.04
500_300_2_04,3Idx,601.17,130886.36
500_300_2_04,2Cap,1.68,129805.24
500_300_2_05,LB,-,129726.22
500_300_2_05,BinP,605.95,210773.78
500_300_2_05,3Idx,278.67,129761.48
500_300_2_05,2Cap,1.77,129791.78
500_300_2_06,LB,-,129745.66
500_300_2_06,3Idx,601.18,134704.24
500_300_2_06,2Cap,1.75,129802.72
500_300_2_07,LB,-,129754.24
500_300_2_07,3Idx,464.71,129771.24
500_300_2_07,2Cap,1.63,129794.30
500_300_2_08,LB,-,129717.72
500_300_2_08,3Idx,463.51,129743.30
500_300_2_08,2Cap,1.61,129779.66
500_300_2_09,LB,-,129705.6
500_300_2_09,3Idx,600.57,131931.04
500_300_2_09,2Cap,1.84,129777.22
500_300_2_10,LB,-,129703.16
500_300_2_10,3Idx,600.71,134944.28
500_300_2_10,2Cap,1.73,129788.16
500_300_2_11,LB,-,129739.6
500_300_2_11,3Idx,600.62,196565.52
500_300_2_11,2Cap,1.87,129794.22
500_300_2_12,LB,-,129716.62
500_300_2_12,3Idx,279.88,129743.38
500_300_2_12,2Cap,1.55,129761.56
500_300_2_13,LB,-,129737.16
500_300_2_13,3Idx,432.10,129760.30
500_300_2_13,2Cap,1.48,129783.36
500_300_2_14,LB,-,129743.38
500_300_2_14,3Idx,600.94,129773.68
500_300_2_14,2Cap,1.56,129790.68
500_300_2_15,LB,-,129766.36
500_300_2_15,3Idx,601.06,133989.24
500_300_2_15,2Cap,1.36,129808.86
500_300_2_16,LB,-,129725.04
500_300_2_16,3Idx,600.60,133946.66
500_300_2_16,2Cap,1.79,129802.72
500_300_2_17,LB,-,129735.98
500_300_2_17,3Idx,601.46,137234.88
500_300_2_17,2Cap,1.72,129791.78
500_300_2_18,LB,-,129733.54
500_300_2_18,3Idx,354.91,129766.36
500_300_2_18,2Cap,1.80,129823.34
500_300_2_19,LB,-,129721.42
500_300_2_19,3Idx,600.64,133080.16
500_300_2_19,2Cap,1.51,129760.30
