instance,solver,time,val
500_300_2_00,2Cap,2.00,129779.66
500_300_2_00,OPT,335.09,129739.68
500_300_2_00,2Cap + TS,319.4,129779.66
500_300_2_01,2Cap,2.10,129816.02
500_300_2_01,OPT,419.84,129785.72
500_300_2_01,2Cap + TS,372.16,129816.02
500_300_2_02,2Cap,1.60,129773.6
500_300_2_02,OPT,440.11,129737.24
500_300_2_02,2Cap + TS,522.22,129767.62
500_300_2_03,2Cap,1.79,129774.94
500_300_2_03,OPT,333.5,129774.94
500_300_2_03,2Cap + TS,1.79,129774.94
500_300_2_04,2Cap,1.71,129805.24
500_300_2_04,OPT,1110.3,129790.68
500_300_2_04,2Cap + TS,355.88,129805.24
500_300_2_05,2Cap,1.78,129791.78
500_300_2_05,OPT,279.1,129761.48
500_300_2_05,2Cap + TS,289.86,129791.78
500_300_2_06,2Cap,1.77,129802.72
500_300_2_06,OPT,646.16,129771.24
500_300_2_06,2Cap + TS,384.07,129802.72
500_300_2_07,2Cap,1.66,129794.3
500_300_2_07,OPT,471.82,129771.24
500_300_2_07,2Cap + TS,664.82,129784.62
500_300_2_08,2Cap,1.63,129779.66
500_300_2_08,OPT,462.97,129743.3
500_300_2_08,2Cap + TS,303.87,129776.04
500_300_2_09,2Cap,1.84,129777.22
500_300_2_09,OPT,995.99,129732.36
500_300_2_09,2Cap + TS,319.96,129763.92
500_300_2_10,2Cap,1.77,129788.16
500_300_2_10,OPT,1129.97,129737.24
500_300_2_10,2Cap + TS,390.93,129776.04
500_300_2_11,2Cap,1.86,129794.22
500_300_2_11,OPT,983.64,129763.92
500_300_2_11,2Cap + TS,266.37,129794.22
500_300_2_12,2Cap,1.56,129761.56
500_300_2_12,OPT,280.16,129743.38
500_300_2_12,2Cap + TS,368.7,129761.56
500_300_2_13,2Cap,1.47,129783.36
500_300_2_13,OPT,430.19,129760.3
500_300_2_13,2Cap + TS,395.2,129783.36
500_300_2_14,2Cap,1.57,129790.68
500_300_2_14,OPT,688.47,129773.68
500_300_2_14,2Cap + TS,401.84,129790.68
500_300_2_15,2Cap,1.37,129808.86
500_300_2_15,OPT,720.99,129790.68
500_300_2_15,2Cap + TS,382.93,129808.86
500_300_2_16,2Cap,1.79,129802.72
500_300_2_16,OPT,1174.03,129766.36
500_300_2_16,2Cap + TS,699.08,129788.24
500_300_2_17,2Cap,1.73,129791.78
500_300_2_17,OPT,761.12,129769.98
500_300_2_17,2Cap + TS,346.54,129791.78
500_300_2_18,2Cap,1.80,129823.34
500_300_2_18,OPT,355.11,129766.36
500_300_2_18,2Cap + TS,398.05,129823.34
500_300_2_19,2Cap,1.52,129760.3
500_300_2_19,OPT,981.53,129742.12
500_300_2_19,2Cap + TS,372.5,129760.3
