instance,solver,time,val
100_41_3_00,LB,-,9635.66
100_41_3_00,BinP,1.73,9638.10
100_41_3_00,3Idx,2.35,9638.10
100_41_3_00,3Cap,0.20,9641.72
100_41_3_01,LB,-,9608.98
100_41_3_01,BinP,2.60,9613.86
100_41_3_01,3Idx,2.84,9613.86
100_41_3_01,3Cap,0.14,9618.74
100_41_3_02,LB,-,9615.04
100_41_3_02,BinP,2.05,9619.92
100_41_3_02,3Idx,2.63,9619.92
100_41_3_02,3Cap,0.10,9625.98
100_41_3_03,LB,-,9615.04
100_41_3_03,BinP,2.15,9619.92
100_41_3_03,3Cap,0.09,9662.34
100_41_3_04,LB,-,9604.1
100_41_3_04,BinP,3.10,9608.98
100_41_3_04,3Idx,2.92,9608.98
100_41_3_04,3Cap,0.11,9612.60
100_41_3_05,LB,-,9622.36
100_41_3_05,BinP,2.78,9622.36
100_41_3_05,3Idx,3.73,9622.36
100_41_3_05,3Cap,0.11,9640.54
100_41_3_06,LB,-,9612.6
100_41_3_06,BinP,1.78,9612.60
100_41_3_06,3Idx,2.87,9612.60
100_41_3_06,3Cap,0.11,9612.60
100_41_3_07,LB,-,9606.54
100_41_3_07,BinP,2.20,9608.98
100_41_3_07,3Idx,5.01,9684.14
100_41_3_07,3Cap,0.11,9630.78
100_41_3_08,LB,-,9623.54
100_41_3_08,BinP,2.04,9623.54
100_41_3_08,3Idx,2.81,9623.54
100_41_3_08,3Cap,0.09,9674.46
100_41_3_09,LB,-,9617.48
100_41_3_09,BinP,1.95,9622.36
100_41_3_09,3Idx,4.71,9622.36
100_41_3_09,3Cap,0.10,9647.78
100_41_3_10,LB,-,9608.98
100_41_3_10,BinP,2.12,9608.98
100_41_3_10,3Idx,2.40,9608.98
100_41_3_10,3Cap,0.09,9659.90
100_41_3_11,LB,-,9611.42
100_41_3_11,BinP,2.14,9624.80
100_41_3_11,3Idx,4.04,9624.80
100_41_3_11,3Cap,0.13,9661.16
100_41_3_12,LB,-,9617.48
100_41_3_12,BinP,2.00,9623.54
100_41_3_12,3Idx,2.38,9623.54
100_41_3_12,3Cap,0.09,9641.72
100_41_3_13,LB,-,9632.04
100_41_3_13,BinP,2.46,9636.92
100_41_3_13,3Idx,4.58,9636.92
100_41_3_13,3Cap,0.09,9640.54
100_41_3_14,LB,-,9617.48
100_41_3_14,BinP,1.76,9621.10
100_41_3_14,3Idx,2.30,9621.10
100_41_3_14,3Cap,0.08,9656.28
100_41_3_15,LB,-,9625.98
100_41_3_15,BinP,1.01,9625.98
100_41_3_15,3Idx,2.65,9625.98
100_41_3_15,3Cap,0.10,9640.54
100_41_3_16,LB,-,9627.16
100_41_3_16,BinP,2.35,9629.60
100_41_3_16,3Idx,3.31,9629.60
100_41_3_16,3Cap,0.09,9644.16
100_41_3_17,LB,-,9636.84
100_41_3_17,BinP,2.70,9639.28
100_41_3_17,3Idx,2.82,9639.28
100_41_3_17,3Cap,0.09,9663.52
100_41_3_18,LB,-,9623.54
100_41_3_18,BinP,3.24,9625.98
100_41_3_18,3Idx,4.96,9625.98
100_41_3_18,3Cap,0.09,9638.10
100_41_3_19,LB,-,9629.6
100_41_3_19,BinP,1.50,9634.48
100_41_3_19,3Idx,4.19,9634.48
100_41_3_19,3Cap,0.08,9640.54
