instance,solver,time,val
300_120_3_00,TS,84.35,78773.46
300_120_3_01,TS,55.58,78757.8
300_120_3_02,TS,56.35,78791.72
300_120_3_03,TS,57.57,78761.42
300_120_3_04,TS,54.59,78755.28
300_120_3_05,TS,125.95,78788.02
300_120_3_06,TS,55.02,78749.22
300_120_3_07,TS,102.66,78751.66
300_120_3_08,TS,124.44,78775.9
300_120_3_09,TS,93.49,78788.02
300_120_3_10,TS,78.41,78777.08
300_120_3_11,TS,86.96,78766.22
300_120_3_12,TS,77.63,78784.4
300_120_3_13,TS,132.79,78763.78
300_120_3_14,TS,81.82,78779.6
300_120_3_15,TS,170.73,78766.14
300_120_3_16,TS,77.40,78802.58
300_120_3_17,TS,65.33,78775.9
300_120_3_18,TS,120.77,78746.78
300_120_3_19,TS,138.64,78780.78
300_120_3_00,TS,73.94,78785.58
300_120_3_01,TS,64.93,78757.8
300_120_3_02,TS,58.05,78791.72
300_120_3_03,TS,59.97,78761.42
300_120_3_04,TS,69.73,78755.28
300_120_3_05,TS,57.76,78826.82
300_120_3_06,TS,56.85,78749.22
300_120_3_07,TS,80.80,78751.66
300_120_3_08,TS,59.75,78775.9
300_120_3_09,TS,56.02,78800.14
300_120_3_10,TS,55.71,78777.08
300_120_3_11,TS,78.90,78766.22
300_120_3_12,TS,54.86,78784.4
300_120_3_13,TS,57.60,78775.9
300_120_3_14,TS,57.82,78779.6
300_120_3_15,TS,56.30,78790.38
300_120_3_16,TS,56.77,78802.58
300_120_3_17,TS,55.96,78775.9
300_120_3_18,TS,96.07,78755.28
300_120_3_19,TS,131.94,78768.66
300_120_3_00,TS,74.16,78773.46
300_120_3_01,TS,54.77,78757.8
300_120_3_02,TS,56.97,78791.72
300_120_3_03,TS,59.08,78761.42
300_120_3_04,TS,67.16,78755.28
300_120_3_05,TS,86.57,78806.2
300_120_3_06,TS,56.97,78749.22
300_120_3_07,TS,110.54,78751.66
300_120_3_08,TS,55.20,78788.02
300_120_3_09,TS,55.96,78800.14
300_120_3_10,TS,56.29,78777.08
300_120_3_11,TS,56.80,78778.34
300_120_3_12,TS,105.73,78772.28
300_120_3_13,TS,55.75,78775.9
300_120_3_14,TS,58.86,78779.6
300_120_3_15,TS,93.10,78774.64
300_120_3_16,TS,56.30,78802.58
300_120_3_17,TS,55.61,78775.9
300_120_3_18,TS,108.01,78746.78
300_120_3_19,TS,63.07,78780.78
