instance,solver,time,val
300_120_3_00,LB,-,78740.72
300_120_3_00,BinP,120.72,80538.26
300_120_3_00,3Idx,120.25,92128.84
300_120_3_00,3Cap,1.50,78797.7
300_120_3_01,LB,-,78755.36
300_120_3_01,BinP,120.74,79766.28
300_120_3_01,3Idx,120.15,90910.78
300_120_3_01,3Cap,1.61,78757.8
300_120_3_02,LB,-,78751.66
300_120_3_02,BinP,121.20,81585.46
300_120_3_02,3Idx,120.14,90178.7
300_120_3_02,3Cap,1.46,78791.72
300_120_3_03,LB,-,78750.48
300_120_3_03,BinP,120.74,81209.74
300_120_3_03,3Idx,120.28,91033.16
300_120_3_03,3Cap,1.46,78761.42
300_120_3_04,LB,-,78740.72
300_120_3_04,BinP,120.93,80916.42
300_120_3_04,3Idx,120.30,91067.16
300_120_3_04,3Cap,1.59,78767.4
300_120_3_05,LB,-,78767.4
300_120_3_05,BinP,120.81,81143.16
300_120_3_05,3Idx,120.15,90098.82
300_120_3_05,3Cap,1.52,78826.82
300_120_3_06,LB,-,78728.6
300_120_3_06,BinP,120.89,80461.92
300_120_3_06,3Idx,120.08,92127.58
300_120_3_06,3Cap,1.55,78749.22
300_120_3_07,LB,-,78743.16
300_120_3_07,BinP,120.83,82001.16
300_120_3_07,3Idx,120.13,92528.72
300_120_3_07,3Cap,1.53,78761.34
300_120_3_08,LB,-,78751.66
300_120_3_08,BinP,120.81,80618.3
300_120_3_08,3Idx,120.17,91044.02
300_120_3_08,3Cap,1.51,78788.02
300_120_3_09,LB,-,78763.78
300_120_3_09,BinP,120.84,80933.42
300_120_3_09,3Idx,120.16,89731.44
300_120_3_09,3Cap,1.50,78800.14
300_120_3_10,LB,-,78734.66
300_120_3_10,BinP,120.76,80886.12
300_120_3_10,3Idx,120.17,92344.56
300_120_3_10,3Cap,1.48,78777.08
300_120_3_11,LB,-,78735.92
300_120_3_11,BinP,121.33,81436.4
300_120_3_11,3Idx,120.30,91418.64
300_120_3_11,3Cap,1.42,78778.34
300_120_3_12,LB,-,78754.02
300_120_3_12,BinP,120.87,80374.64
300_120_3_12,3Idx,120.17,91316.8
300_120_3_12,3Cap,1.55,78784.4
300_120_3_13,LB,-,78729.78
300_120_3_13,BinP,120.95,80853.38
300_120_3_13,3Idx,120.15,90485.4
300_120_3_13,3Cap,1.41,78775.9
300_120_3_14,LB,-,78740.8
300_120_3_14,BinP,121.18,80694.64
300_120_3_14,3Idx,120.26,91821.04
300_120_3_14,3Cap,1.48,78779.6
300_120_3_15,LB,-,78738.28
300_120_3_15,BinP,120.71,80258.32
300_120_3_15,3Idx,120.12,87432.34
300_120_3_15,3Cap,1.49,78790.38
300_120_3_16,LB,-,78746.78
300_120_3_16,BinP,120.83,80484.98
300_120_3_16,3Idx,120.13,90704.58
300_120_3_16,3Cap,1.40,78802.58
300_120_3_17,LB,-,78735.84
300_120_3_17,BinP,120.76,80592.8
300_120_3_17,3Idx,120.13,81158.98
300_120_3_17,3Cap,1.49,78775.9
300_120_3_18,LB,-,78734.66
300_120_3_18,BinP,120.87,80604.92
300_120_3_18,3Idx,120.15,91039.14
300_120_3_18,3Cap,1.42,78761.34
300_120_3_19,LB,-,78748.04
300_120_3_19,BinP,121.06,81134.58
300_120_3_19,3Idx,120.15,92910.5
300_120_3_19,3Cap,1.48,78792.9
