instance,solver,time,val
100_40_3_00,BinP,30.02,165.00
100_40_3_01,BinP,30.01,141.00
100_40_3_02,BinP,5.20,128.00
100_40_3_02,3Idx,30.01,183.00
100_40_3_03,BinP,30.02,171.00
100_40_3_03,3Idx,30.01,206.00
100_40_3_04,BinP,23.96,116.00
100_40_3_04,3Idx,30.01,119.00
100_40_3_05,BinP,30.01,162.00
100_40_3_08,BinP,9.94,126.00
100_40_3_08,3Idx,30.01,161.00
100_40_3_09,BinP,30.01,133.00
100_40_3_09,3Idx,30.01,184.00
100_40_3_11,BinP,3.31,112.00
100_40_3_11,3Idx,30.01,112.00
100_40_3_14,BinP,0.77,112.00
100_40_3_15,BinP,21.96,128.00
100_40_3_16,BinP,30.01,160.00
100_40_3_17,BinP,30.01,129.00
100_40_3_17,3Idx,30.01,171.00
100_40_3_18,BinP,0.19,102.00
100_40_3_18,3Idx,1.34,102.00
100_40_3_19,BinP,1.95,111.00
100_40_3_19,3Idx,22.69,111.00
