instance,solver,time,val
100_40_3_00,BinP,3.54,3304.00
100_40_3_00,3Idx,4.99,3304.00
100_40_3_00,3CapRec,0.02,4143.00
100_40_3_00,3Cap,0.03,3397.00
100_40_3_01,BinP,2.91,3302.00
100_40_3_01,3Idx,4.72,3302.00
100_40_3_01,3CapRec,0.01,4244.00
100_40_3_01,3Cap,0.02,3366.00
100_40_3_02,BinP,3.28,3302.00
100_40_3_02,3Idx,3.91,3302.00
100_40_3_02,3CapRec,0.01,4311.00
100_40_3_02,3Cap,0.01,3383.00
100_40_3_03,BinP,2.41,3307.00
100_40_3_03,3Idx,5.01,3333.00
100_40_3_03,3CapRec,0.01,4380.00
100_40_3_03,3Cap,0.01,3362.00
100_40_3_04,BinP,2.63,3307.00
100_40_3_04,3CapRec,0.01,4353.00
100_40_3_04,3Cap,0.01,3439.00
100_40_3_05,BinP,2.81,3306.00
100_40_3_05,3CapPerm,0.20,4159.00
100_40_3_05,3CapRec,0.02,4243.00
100_40_3_05,3Cap,0.01,3438.00
100_40_3_06,BinP,3.31,3309.00
100_40_3_06,3Idx,5.02,3321.00
100_40_3_06,3CapRec,0.00,4249.00
100_40_3_06,3Cap,0.01,3400.00
100_40_3_07,BinP,4.39,3303.00
100_40_3_07,3Idx,4.96,3303.00
100_40_3_07,3CapRec,0.01,4138.00
100_40_3_07,3Cap,0.01,3404.00
100_40_3_08,BinP,3.10,3304.00
100_40_3_08,3Idx,4.28,3304.00
100_40_3_08,3CapRec,0.00,4399.00
100_40_3_08,3Cap,0.01,3389.00
100_40_3_09,BinP,3.10,3305.00
100_40_3_09,3Idx,2.70,3305.00
100_40_3_09,3Cap,0.01,3379.00
100_40_3_10,BinP,3.46,3310.00
100_40_3_10,3CapRec,0.01,4189.00
100_40_3_10,3Cap,0.01,3452.00
100_40_3_11,BinP,5.00,3309.00
100_40_3_11,3Idx,3.86,3309.00
100_40_3_11,3CapRec,0.01,4262.00
100_40_3_11,3Cap,0.01,3419.00
100_40_3_12,BinP,3.06,3304.00
100_40_3_12,3Idx,5.01,3320.00
100_40_3_12,3CapRec,0.00,4219.00
100_40_3_12,3Cap,0.01,3408.00
100_40_3_13,BinP,3.74,3308.00
100_40_3_13,3Idx,5.02,3506.00
100_40_3_13,3Cap,0.01,3414.00
100_40_3_14,BinP,3.79,3304.00
100_40_3_14,3CapRec,0.02,4288.00
100_40_3_14,3Cap,0.01,3414.00
100_40_3_15,BinP,3.83,3302.00
100_40_3_15,3Idx,5.01,3352.00
100_40_3_15,3CapRec,0.01,4287.00
100_40_3_15,3Cap,0.01,3427.00
100_40_3_16,BinP,1.91,3301.00
100_40_3_16,3CapRec,0.01,4208.00
100_40_3_16,3Cap,0.01,3397.00
100_40_3_17,BinP,3.30,3305.00
100_40_3_17,3Idx,4.55,3305.00
100_40_3_17,3CapRec,0.02,4104.00
100_40_3_17,3Cap,0.01,3386.00
100_40_3_18,BinP,2.86,3304.00
100_40_3_18,3Idx,5.01,3307.00
100_40_3_18,3CapRec,0.00,4506.00
100_40_3_18,3Cap,0.01,3363.00
100_40_3_19,BinP,3.52,3311.00
100_40_3_19,3CapRec,0.01,4292.00
100_40_3_19,3Cap,0.01,3401.00
