instance,solver,time,val
400_160_3_33,BinP,103,400
400_160_3_33,3CapPerm,2,2042
400_160_3_33,3CapRec,0,2008
400_160_3_12,BinP,113,400
400_160_3_12,3CapRec,0,1935
400_160_3_2,BinP,113,400
400_160_3_2,3Idx,301,488
400_160_3_2,3CapPerm,2,2008
400_160_3_2,3CapRec,0,2040
400_160_3_42,BinP,53,400
400_160_3_42,3CapPerm,12,1964
400_160_3_42,3CapRec,0,2043
400_160_3_27,BinP,95,400
400_160_3_27,3Idx,288,400
400_160_3_27,3CapPerm,11,2014
400_160_3_27,3CapRec,0,2081
400_160_3_11,BinP,91,400
400_160_3_11,3Idx,302,1447
400_160_3_11,3CapPerm,11,2029
400_160_3_11,3CapRec,0,1812
400_160_3_8,BinP,48,400
400_160_3_8,3Idx,192,400
400_160_3_8,3CapPerm,11,2002
400_160_3_8,3CapRec,0,1926
400_160_3_5,BinP,88,400
400_160_3_5,3CapPerm,11,2000
400_160_3_5,3CapRec,0,1962
400_160_3_19,BinP,300,456
400_160_3_19,3CapRec,0,2007
400_160_3_34,BinP,90,400
400_160_3_34,3CapPerm,11,2002
400_160_3_34,3CapRec,0,1910
400_160_3_37,BinP,106,400
400_160_3_37,3Idx,292,400
400_160_3_37,3CapPerm,2,2050
400_160_3_37,3CapRec,0,2002
400_160_3_40,BinP,100,400
400_160_3_40,3CapPerm,11,1968
400_160_3_40,3CapRec,0,2061
400_160_3_24,BinP,98,400
400_160_3_24,3Idx,285,400
400_160_3_24,3CapPerm,11,2124
400_160_3_24,3CapRec,0,2029
400_160_3_15,BinP,106,400
400_160_3_15,3CapPerm,13,1977
400_160_3_15,3CapRec,0,1964
400_160_3_36,BinP,54,400
400_160_3_36,3Idx,204,400
400_160_3_36,3CapPerm,2,1900
400_160_3_36,3CapRec,0,1882
400_160_3_45,BinP,105,400
400_160_3_45,3CapPerm,2,2046
400_160_3_45,3CapRec,0,2004
400_160_3_49,BinP,79,400
400_160_3_49,3Idx,167,400
400_160_3_49,3CapPerm,11,2041
400_160_3_49,3CapRec,0,1982
400_160_3_10,BinP,88,400
400_160_3_10,3CapPerm,11,2076
400_160_3_10,3CapRec,0,1994
400_160_3_4,BinP,67,400
400_160_3_4,3Idx,301,400
400_160_3_4,3CapPerm,12,2048
400_160_3_4,3CapRec,0,2085
400_160_3_0,BinP,100,400
400_160_3_0,3CapPerm,11,2008
400_160_3_0,3CapRec,0,1959
400_160_3_3,BinP,104,400
400_160_3_3,3CapPerm,11,2125
400_160_3_3,3CapRec,0,2019
400_160_3_25,BinP,76,400
400_160_3_25,3CapPerm,11,1959
400_160_3_25,3CapRec,0,2032
400_160_3_14,BinP,118,400
400_160_3_14,3CapPerm,11,1948
400_160_3_14,3CapRec,0,1881
400_160_3_43,BinP,116,400
400_160_3_43,3CapPerm,11,1994
400_160_3_43,3CapRec,0,1993
400_160_3_22,BinP,139,400
400_160_3_22,3CapPerm,13,1972
400_160_3_22,3CapRec,0,1950
400_160_3_29,BinP,129,400
400_160_3_29,3CapPerm,2,1962
400_160_3_29,3CapRec,0,1916
400_160_3_46,BinP,101,400
400_160_3_46,3CapPerm,11,2084
400_160_3_46,3CapRec,0,2001
400_160_3_48,BinP,62,400
400_160_3_48,3CapPerm,10,1984
400_160_3_48,3CapRec,0,1964
400_160_3_38,BinP,102,400
400_160_3_38,3CapPerm,11,2056
400_160_3_38,3CapRec,0,2006
400_160_3_18,BinP,69,400
400_160_3_18,3Idx,182,400
400_160_3_18,3CapPerm,11,1972
400_160_3_18,3CapRec,0,1933
400_160_3_9,BinP,73,400
400_160_3_9,3CapPerm,2,1995
400_160_3_9,3CapRec,0,1985
400_160_3_39,BinP,52,400
400_160_3_39,3Idx,152,400
400_160_3_39,3CapPerm,2,2021
400_160_3_39,3CapRec,0,2038
400_160_3_17,BinP,107,400
400_160_3_17,3Idx,301,400
400_160_3_17,3CapPerm,11,2026
400_160_3_17,3CapRec,0,1990
400_160_3_31,BinP,135,400
400_160_3_31,3CapPerm,14,1938
400_160_3_28,BinP,78,400
400_160_3_28,3Idx,206,400
400_160_3_28,3CapPerm,11,1948
400_160_3_28,3CapRec,0,2027
400_160_3_7,BinP,65,400
400_160_3_7,3Idx,209,400
400_160_3_7,3CapPerm,11,2012
400_160_3_7,3CapRec,0,2043
400_160_3_6,BinP,70,400
400_160_3_6,3Idx,144,400
400_160_3_6,3CapPerm,2,1961
400_160_3_6,3CapRec,0,1987
400_160_3_20,BinP,121,400
400_160_3_20,3CapPerm,11,1923
400_160_3_20,3CapRec,0,2025
400_160_3_35,BinP,111,400
400_160_3_35,3CapPerm,13,1987
400_160_3_35,3CapRec,0,1965
400_160_3_23,BinP,99,400
400_160_3_23,3CapPerm,11,1972
400_160_3_23,3CapRec,0,1892
400_160_3_44,BinP,206,400
400_160_3_44,3CapRec,0,1986
400_160_3_16,BinP,72,400
400_160_3_16,3Idx,267,400
400_160_3_16,3CapPerm,2,2006
400_160_3_16,3CapRec,0,1981
400_160_3_32,BinP,300,1369
400_160_3_32,3CapRec,0,1954
400_160_3_30,BinP,101,400
400_160_3_30,3Idx,180,400
400_160_3_30,3CapPerm,11,2000
400_160_3_30,3CapRec,0,1958
400_160_3_21,BinP,105,400
400_160_3_21,3CapPerm,12,1924
400_160_3_21,3CapRec,0,1999
400_160_3_47,BinP,152,400
400_160_3_47,3CapPerm,13,1959
400_160_3_47,3CapRec,0,2071
400_160_3_1,BinP,283,400
400_160_3_1,3CapRec,0,1951
400_160_3_13,BinP,88,400
400_160_3_13,3CapPerm,11,1988
400_160_3_13,3CapRec,0,1928
400_160_3_41,BinP,103,400
400_160_3_41,3Idx,174,400
400_160_3_41,3CapPerm,2,2068
400_160_3_41,3CapRec,0,1990
400_160_3_26,BinP,108,400
400_160_3_26,3CapPerm,13,2059
400_160_3_26,3CapRec,0,2020
