instance,solver,time,val
100_40_3_00,BinP,5.59,3303.00
100_40_3_00,3Idx,8.30,3303.00
100_40_3_00,3Cap,0.15,3316.00
100_40_3_01,BinP,5.95,3306.00
100_40_3_01,3Idx,7.25,3306.00
100_40_3_01,3Cap,0.15,3342.00
100_40_3_02,BinP,6.51,3301.00
100_40_3_02,3Idx,11.62,3301.00
100_40_3_02,3Cap,0.14,3324.00
100_40_3_03,BinP,7.06,3306.00
100_40_3_03,3Idx,28.18,3306.00
100_40_3_03,3Cap,0.13,3332.00
100_40_3_04,BinP,3.82,3300.00
100_40_3_04,3Idx,13.46,3300.00
100_40_3_04,3Cap,0.09,3324.00
100_40_3_05,BinP,4.45,3305.00
100_40_3_05,3Idx,5.58,3305.00
100_40_3_05,3Cap,0.08,3328.00
100_40_3_06,BinP,4.97,3303.00
100_40_3_06,3Idx,3.12,3303.00
100_40_3_06,3Cap,0.10,3353.00
100_40_3_07,BinP,4.70,3303.00
100_40_3_07,3Idx,8.44,3303.00
100_40_3_07,3Cap,0.12,3352.00
100_40_3_08,BinP,6.29,3311.00
100_40_3_08,3Idx,9.82,3311.00
100_40_3_08,3Cap,0.07,3338.00
100_40_3_09,BinP,3.67,3304.00
100_40_3_09,3Idx,26.08,3304.00
100_40_3_09,3Cap,0.08,3316.00
100_40_3_10,BinP,5.08,3306.00
100_40_3_10,3Idx,11.88,3306.00
100_40_3_10,3Cap,0.09,3336.00
100_40_3_11,BinP,3.69,3301.00
100_40_3_11,3Idx,6.21,3301.00
100_40_3_11,3Cap,0.07,3322.00
100_40_3_12,BinP,4.39,3303.00
100_40_3_12,3Idx,2.76,3303.00
100_40_3_12,3Cap,0.07,3337.00
100_40_3_13,BinP,5.04,3302.00
100_40_3_13,3Idx,13.14,3302.00
100_40_3_13,3Cap,0.07,3346.00
100_40_3_14,BinP,5.17,3305.00
100_40_3_14,3Idx,17.52,3305.00
100_40_3_14,3Cap,0.07,3354.00
100_40_3_15,BinP,4.03,3304.00
100_40_3_15,3Idx,4.49,3304.00
100_40_3_15,3Cap,0.07,3325.00
100_40_3_16,BinP,3.31,3302.00
100_40_3_16,3Idx,3.51,3302.00
100_40_3_16,3Cap,0.08,3327.00
100_40_3_17,BinP,3.83,3305.00
100_40_3_17,3Idx,36.47,3305.00
100_40_3_17,3Cap,0.07,3326.00
100_40_3_18,BinP,4.48,3305.00
100_40_3_18,3Idx,3.19,3305.00
100_40_3_18,3Cap,0.07,3369.00
100_40_3_19,BinP,3.74,3310.00
100_40_3_19,3Idx,4.56,3310.00
100_40_3_19,3Cap,0.07,3336.00
