instance,solver,time,val
500_300_2_00,LB,-,129716.54
500_300_2_00,BinP,1061.59,129739.68
500_300_2_00,3Idx,335.09,129739.68
500_300_2_00,2Cap,2.00,129779.66
500_300_2_01,LB,-,129767.46
500_300_2_01,BinP,1095.88,129785.72
500_300_2_01,3Idx,419.84,129785.72
500_300_2_01,2Cap,2.10,129816.02
500_300_2_02,LB,-,129717.72
500_300_2_02,BinP,831.59,129737.24
500_300_2_02,3Idx,440.11,129737.24
500_300_2_02,2Cap,1.60,129773.60
500_300_2_03,LB,-,129754.24
500_300_2_03,BinP,990.11,129774.94
500_300_2_03,3Idx,333.50,129774.94
500_300_2_03,2Cap,1.79,129774.94
500_300_2_04,LB,-,129759.04
500_300_2_04,BinP,1110.30,129790.68
500_300_2_04,3Idx,1200.96,130244.00
500_300_2_04,2Cap,1.71,129805.24
500_300_2_05,LB,-,129726.22
500_300_2_05,BinP,889.82,129761.48
500_300_2_05,3Idx,279.10,129761.48
500_300_2_05,2Cap,1.78,129791.78
500_300_2_06,LB,-,129745.66
500_300_2_06,BinP,972.98,129771.24
500_300_2_06,3Idx,646.16,129771.24
500_300_2_06,2Cap,1.77,129802.72
500_300_2_07,LB,-,129754.24
500_300_2_07,BinP,979.70,129771.24
500_300_2_07,3Idx,471.82,129771.24
500_300_2_07,2Cap,1.66,129794.30
500_300_2_08,LB,-,129717.72
500_300_2_08,BinP,1010.87,129743.30
500_300_2_08,3Idx,462.97,129743.30
500_300_2_08,2Cap,1.63,129779.66
500_300_2_09,LB,-,129705.6
500_300_2_09,BinP,995.99,129732.36
500_300_2_09,3Idx,1200.92,130104.46
500_300_2_09,2Cap,1.84,129777.22
500_300_2_10,LB,-,129703.16
500_300_2_10,BinP,1013.97,129737.24
500_300_2_10,3Idx,1129.97,129737.24
500_300_2_10,2Cap,1.77,129788.16
500_300_2_11,LB,-,129739.6
500_300_2_11,BinP,983.64,129763.92
500_300_2_11,3Idx,1201.06,134363.62
500_300_2_11,2Cap,1.86,129794.22
500_300_2_12,LB,-,129716.62
500_300_2_12,BinP,1000.11,129743.38
500_300_2_12,3Idx,280.16,129743.38
500_300_2_12,2Cap,1.56,129761.56
500_300_2_13,LB,-,129737.16
500_300_2_13,BinP,1143.67,129760.30
500_300_2_13,3Idx,430.19,129760.30
500_300_2_13,2Cap,1.47,129783.36
500_300_2_14,LB,-,129743.38
500_300_2_14,BinP,1048.43,129773.68
500_300_2_14,3Idx,688.47,129773.68
500_300_2_14,2Cap,1.57,129790.68
500_300_2_15,LB,-,129766.36
500_300_2_15,BinP,1045.74,129790.68
500_300_2_15,3Idx,720.99,129790.68
500_300_2_15,2Cap,1.37,129808.86
500_300_2_16,LB,-,129725.04
500_300_2_16,BinP,1174.03,129766.36
500_300_2_16,3Idx,1201.20,130023.32
500_300_2_16,2Cap,1.79,129802.72
500_300_2_17,LB,-,129735.98
500_300_2_17,BinP,1073.86,129769.98
500_300_2_17,3Idx,761.12,129769.98
500_300_2_17,2Cap,1.73,129791.78
500_300_2_18,LB,-,129733.54
500_300_2_18,BinP,1039.50,129766.36
500_300_2_18,3Idx,355.11,129766.36
500_300_2_18,2Cap,1.80,129823.34
500_300_2_19,LB,-,129721.42
500_300_2_19,BinP,981.53,129742.12
500_300_2_19,3Idx,1201.12,130536.06
500_300_2_19,2Cap,1.52,129760.30
